Geneid	Ctrl-1	Ctrl-2	Ctrl-3	SMG-1	SMG-2	SMG-3
HC660_RS12510	1708	2876	2380	2964	2935	3114
HC660_RS12515	2569	3071	2652	3273	3539	3382
HC660_RS12520	19	0	4	3	50	7
HC660_RS12525	610	640	579	690	604	1031
HC660_RS12530	437	627	547	638	666	736
HC660_RS12535	220	194	166	175	241	304
HC660_RS12540	148	150	196	204	225	208
HC660_RS12545	5412	6401	4654	6345	7084	7689
HC660_RS12550	3494	1676	2006	2421	2917	3002
HC660_RS12555	495	258	350	399	954	690
HC660_RS12560	816	613	728	883	1025	1141
HC660_RS12565	547	252	443	376	311	434
HC660_RS12570	2135	2635	2107	3492	3127	3288
HC660_RS12575	581	424	423	717	938	922
HC660_RS12580	1193	739	681	957	1529	1599
HC660_RS12585	337	151	140	415	1045	517
HC660_RS12590	1139	1047	827	1168	1540	1835
HC660_RS12595	602	416	381	476	462	676
HC660_RS12600	247	172	133	281	298	309
HC660_RS12605	432	338	332	403	407	448
HC660_RS12610	1752	1106	1123	1630	1982	1889
HC660_RS12615	2221	2682	2331	3029	1690	3066
HC660_RS12620	72	37	34	44	79	44
HC660_RS12625	11	3	9	14	15	17
HC660_RS12630	1791	2382	2741	3195	1960	1844
HC660_RS12635	5255	5415	6738	7844	3873	4542
HC660_RS12640	7114	4660	8216	8029	3969	5689
HC660_RS12645	20766	29927	36179	35994	40382	39460
HC660_RS12650	6801	24825	26426	33206	15635	25444
HC660_RS12655	71	21	33	63	81	58
HC660_RS12660	1556	2119	1846	2175	2761	3310
HC660_RS12665	509	279	309	327	550	600
HC660_RS12670	765	580	521	667	1059	1180
HC660_RS12675	1094	752	779	1002	1333	1231
HC660_RS12680	10005	10428	11554	11588	9603	8187
HC660_RS12685	2139	1367	1865	1636	1774	1446
HC660_RS12690	3114	2183	3120	2431	2112	1516
HC660_RS12695	409	359	353	379	624	361
HC660_RS12700	2648	2732	2348	3224	2953	3980
HC660_RS12705	8	1	8	1	25	6
HC660_RS12710	45	17	10	11	34	10
HC660_RS12715	20	3	7	4	19	10
HC660_RS12720	10279	21134	23127	27282	14125	21571
HC660_RS12725	390	304	398	397	305	640
HC660_RS12730	1	3	2	0	9	3
HC660_RS12735	38	27	30	48	37	34
HC660_RS12740	243	117	156	140	293	243
HC660_RS12745	210	93	115	152	124	203
HC660_RS12750	24	16	13	13	38	9
HC660_RS12755	48	11	21	18	61	33
HC660_RS12760	1996	1519	1311	1512	2041	1923
HC660_RS12765	615	578	408	577	817	644
HC660_RS12770	847	539	482	549	1025	762
HC660_RS12775	866	339	340	513	876	637
HC660_RS12780	103	82	48	70	147	147
HC660_RS12785	515	288	225	315	767	569
HC660_RS12790	961	304	276	323	1044	647
HC660_RS12795	607	84	108	121	417	290
HC660_RS12800	412	46	88	354	907	569
HC660_RS21235	30	35	24	36	17	29
HC660_RS12805	100	60	66	99	89	87
HC660_RS12810	31	11	14	12	48	9
HC660_RS12815	49	36	44	42	68	45
HC660_RS12820	26	6	13	14	34	5
HC660_RS12825	106	69	108	104	83	144
HC660_RS12830	17	8	19	12	22	14
HC660_RS12835	43	19	24	30	42	36
HC660_RS12840	4	0	0	1	6	0
HC660_RS12845	0	0	0	0	0	0
HC660_RS12850	0	0	0	0	0	0
HC660_RS12855	0	0	0	0	0	0
HC660_RS12860	0	0	0	0	0	0
HC660_RS12865	0	0	0	0	0	0
HC660_RS12870	0	0	0	0	0	0
HC660_RS12875	0	0	0	0	0	0
HC660_RS12880	0	0	0	0	0	0
HC660_RS12885	0	0	0	0	0	0
HC660_RS12890	0	0	0	0	0	0
HC660_RS12895	0	0	0	0	0	0
HC660_RS12900	0	0	0	0	0	0
HC660_RS21240	0	0	0	0	0	0
HC660_RS12905	15	3	11	12	62	26
HC660_RS12910	5	1	1	4	3	7
HC660_RS12915	53	19	27	57	84	44
HC660_RS12920	174	78	110	325	420	391
HC660_RS12925	123	52	100	77	118	153
HC660_RS12930	38	11	3	35	109	100
HC660_RS12935	187	116	315	272	389	788
HC660_RS12940	144	45	55	134	229	290
HC660_RS12945	68	39	26	57	178	57
HC660_RS12950	236	236	352	609	752	566
HC660_RS12955	0	0	0	0	0	0
HC660_RS21100	6	0	0	1	18	0
HC660_RS12965	213	158	75	153	170	127
HC660_RS12970	275	275	115	229	402	158
HC660_RS21105	861	894	91	2883	2232	271
HC660_RS12980	2551	2190	334	4044	4020	531
HC660_RS12985	126	37	26	111	218	178
HC660_RS12990	678	674	524	1894	2312	2046
HC660_RS12995	517	594	240	1404	1490	1291
HC660_RS13000	0	3	1	2	2	8
HC660_RS21280	0	0	0	0	0	0
HC660_RS13005	290	55	68	192	320	304
HC660_RS13010	274	69	71	272	450	364
HC660_RS13015	24	17	23	45	130	86
HC660_RS13020	14	0	3	8	2	1
HC660_RS13025	6	2	2	12	29	8
HC660_RS13030	1073	1777	1493	2559	1809	1693
HC660_RS13035	759	855	847	1308	867	860
HC660_RS13040	666	715	852	1236	758	814
HC660_RS13045	597	1035	994	1367	784	910
HC660_RS13050	721	1181	1243	1471	1016	1039
HC660_RS13055	24	7	22	19	45	33
HC660_RS13060	140	145	89	268	408	235
HC660_RS13065	8	1	0	0	3	0
HC660_RS13070	29	18	13	25	22	21
HC660_RS13075	24	15	17	61	69	17
HC660_RS13080	80	38	30	113	285	89
HC660_RS13085	158	63	26	104	323	180
HC660_RS13090	12	1	9	2	105	9
HC660_RS13095	24	15	7	34	28	11
HC660_RS21115	6	7	1	4	8	11
HC660_RS13100	20	21	31	35	27	25
HC660_RS13105	100	114	70	341	87	74
HC660_RS13110	320	380	347	490	218	477
HC660_RS13115	230	80	35	74	179	28
HC660_RS13120	103	18	4	17	74	5
HC660_RS13125	68	9	4	25	48	3
HC660_RS13130	45	30	11	25	45	5
HC660_RS13135	52	25	26	27	48	3
HC660_RS13140	209	77	67	128	335	183
HC660_RS13145	123	56	92	85	131	218
HC660_RS13150	572	309	334	540	490	618
HC660_RS13155	164	63	67	134	123	173
HC660_RS13160	21	5	8	7	38	16
HC660_RS13165	78	14	10	30	135	40
HC660_RS13170	146	93	93	85	140	80
HC660_RS13175	36	67	71	32	58	71
HC660_RS13180	2953	1853	1949	2509	1911	2362
HC660_RS13185	379	93	156	175	186	235
HC660_RS13190	700	203	253	350	459	700
HC660_RS13195	33	59	40	33	44	89
HC660_RS13200	52	57	80	107	90	130
HC660_RS13205	566	901	496	882	1003	1478
HC660_RS13210	238	303	301	387	426	485
HC660_RS13215	2277	1237	1457	1581	3527	2397
HC660_RS13220	422	517	494	456	713	552
HC660_RS13225	132	102	109	238	141	139
HC660_RS13230	826	455	342	795	564	467
HC660_RS13235	635	340	185	519	421	367
HC660_RS13240	1234	1060	752	1558	1036	1275
HC660_RS13245	624	267	228	492	397	415
HC660_RS13250	31	43	26	31	20	30
HC660_RS13255	625	364	375	497	551	499
HC660_RS13260	100	33	41	41	69	50
HC660_RS13265	1291	1472	1103	1796	1699	2505
HC660_RS13270	1221	1024	1041	1305	1931	1614
HC660_RS13275	1729	1537	1292	1564	2458	1895
HC660_RS13280	622	548	397	532	1056	780
HC660_RS13285	395	228	166	209	445	386
HC660_RS13290	1533	2286	1643	2882	2130	2231
HC660_RS13295	1412	3418	2111	3200	2542	2575
HC660_RS13300	1110	1509	963	1455	975	1279
HC660_RS13305	590	630	543	750	529	624
HC660_RS13310	2090	2233	1555	2521	2786	2215
HC660_RS13315	78	38	38	41	65	48
HC660_RS13320	3	0	0	2	10	0
HC660_RS13325	15	10	8	12	29	14
HC660_RS13330	36	8	20	30	46	28
HC660_RS13335	578	215	198	220	602	373
HC660_RS13340	171	97	61	115	223	108
HC660_RS13345	1278	1143	852	1279	1504	1490
HC660_RS13350	790	488	467	532	831	864
HC660_RS13355	116	33	91	43	115	151
HC660_RS13360	413	620	271	792	485	501
HC660_RS13365	643	573	596	635	588	761
HC660_RS13370	1169	841	757	914	947	385
HC660_RS13375	2084	3053	2045	4289	3208	2671
HC660_RS13380	679	721	448	1168	1000	741
HC660_RS13385	34	12	10	22	24	22
HC660_RS13390	650	173	243	316	510	248
HC660_RS13395	674	786	461	992	688	702
HC660_RS13400	3079	2188	1888	3713	2960	4028
HC660_RS13405	1213	1140	1150	1366	1390	1668
HC660_RS13410	3251	1766	2121	2197	3117	2979
HC660_RS13415	144	166	208	200	99	245
HC660_RS13420	118	63	38	107	99	112
HC660_RS13425	3528	3056	3348	4577	3411	5746
HC660_RS13430	226	121	194	302	351	390
HC660_RS13435	234	141	152	189	157	76
HC660_RS13440	28	16	19	12	32	37
HC660_RS13445	26	4	13	8	17	9
HC660_RS13450	900	716	926	1062	933	1448
HC660_RS13455	2064	1125	1101	1261	2644	1458
HC660_RS13460	1159	552	439	606	1442	753
HC660_RS13465	110	47	29	47	237	51
HC660_RS13470	998	256	294	315	861	398
HC660_RS13475	502	151	184	162	303	235
HC660_RS13480	191	273	406	238	170	356
HC660_RS13485	512	613	812	536	381	637
HC660_RS13490	811	794	411	1023	480	440
HC660_RS13495	341	463	367	516	186	275
HC660_RS13500	8	0	2	1	5	2
HC660_RS13505	8	2	0	0	10	6
HC660_RS13510	106	53	170	110	139	206
HC660_RS13515	14	5	2	3	20	8
HC660_RS13520	34	20	11	36	8	12
HC660_RS13525	30	17	14	7	33	11
HC660_RS13530	27	5	4	4	37	8
HC660_RS13535	5	0	0	0	8	0
HC660_RS13540	11	1	0	1	18	1
HC660_RS13545	69	23	39	41	52	52
HC660_RS13550	221	69	128	136	94	166
HC660_RS13555	1009	668	482	862	1123	1001
HC660_RS13560	358	476	213	406	588	443
HC660_RS13565	2447	1962	1372	2377	3140	2583
HC660_RS13570	1187	458	363	607	2019	798
HC660_RS13575	114	57	32	52	171	79
HC660_RS13580	10565	11604	12680	14083	10636	15713
HC660_RS13585	14254	12248	13679	14121	11909	15489
HC660_RS13590	13935	24638	21515	23365	14908	22754
HC660_RS13595	31	20	18	12	40	17
HC660_RS13600	59	19	27	18	70	16
HC660_RS13605	2039	1964	1732	2376	2581	2748
HC660_RS13610	1957	1549	1330	1931	3256	2324
HC660_RS13615	1292	737	700	1026	1786	1349
HC660_RS13620	2475	3508	2016	2730	3492	3829
HC660_RS13625	2383	1896	1237	1605	2337	2775
HC660_RS13630	1559	779	710	769	1018	1263
HC660_RS13635	1062	619	713	669	723	944
HC660_RS13640	36	0	1	4	60	2
HC660_RS13645	10	1	0	1	30	3
HC660_RS13650	578	434	458	706	588	776
HC660_RS13655	2026	2210	1216	2636	2701	2776
HC660_RS13660	14	0	3	2	10	6
HC660_RS13665	43	38	21	23	48	34
HC660_RS13670	59	19	26	34	97	20
HC660_RS13675	3887	2534	4012	3273	4586	2540
HC660_RS13680	1840	704	1441	1051	2161	1136
HC660_RS13685	1004	491	1041	659	1147	897
HC660_RS13690	865	564	1378	675	1212	1083
HC660_RS13695	610	299	942	376	692	890
HC660_RS13700	1594	1161	3149	1677	1542	2781
HC660_RS13705	132	68	110	131	56	95
HC660_RS13710	755	627	476	604	782	565
HC660_RS13715	2134	1100	914	1176	1639	736
HC660_RS13720	65	11	11	7	53	7
HC660_RS13725	6051	5282	4912	6959	5414	9761
HC660_RS13730	12167	14363	12089	16065	15804	24056
HC660_RS13735	527	135	123	228	352	267
HC660_RS13740	176	183	114	259	368	139
HC660_RS13745	543	417	242	628	1087	388
HC660_RS13750	339	391	248	475	790	267
HC660_RS13755	1186	783	889	926	1391	1203
HC660_RS13760	523	681	380	589	975	679
HC660_RS13765	119	116	44	93	208	138
HC660_RS13770	329	267	130	239	427	311
HC660_RS13775	7	3	1	2	6	15
HC660_RS13780	30	21	22	44	29	30
HC660_RS13785	508	1226	1642	910	654	1259
HC660_RS13790	0	0	0	0	0	0
HC660_RS13795	0	0	0	0	0	0
HC660_RS13800	0	0	0	0	0	0
HC660_RS13805	0	0	0	0	0	0
HC660_RS13810	0	0	0	0	0	0
HC660_RS13815	0	0	0	0	0	0
HC660_RS13820	0	0	0	0	0	0
HC660_RS13825	0	0	0	0	0	0
HC660_RS13830	0	0	0	0	0	0
HC660_RS13835	0	0	0	0	0	0
HC660_RS13840	0	0	0	0	0	0
HC660_RS13845	0	0	0	0	0	0
HC660_RS21120	0	0	0	0	0	0
HC660_RS13855	0	0	0	0	0	0
HC660_RS13860	0	0	0	0	0	0
HC660_RS13865	0	0	0	0	0	0
HC660_RS13870	0	0	0	0	0	0
HC660_RS13875	0	0	0	0	0	0
HC660_RS13880	0	0	0	0	0	0
HC660_RS13885	0	0	0	0	0	0
HC660_RS13890	0	0	0	0	0	0
HC660_RS13895	0	0	0	0	0	0
HC660_RS13900	0	0	0	0	0	0
HC660_RS13905	0	0	0	0	0	0
HC660_RS13910	0	0	0	0	0	0
HC660_RS13915	0	0	0	0	0	0
HC660_RS13920	0	0	0	0	0	0
HC660_RS13925	0	0	0	0	0	0
HC660_RS13930	0	0	0	0	0	0
HC660_RS13935	0	0	0	0	0	0
HC660_RS13940	0	0	0	0	0	0
HC660_RS21290	0	0	0	0	0	0
HC660_RS13945	0	0	0	0	0	0
HC660_RS13950	0	0	0	0	0	0
HC660_RS13955	0	0	0	0	0	0
HC660_RS21125	0	0	0	0	0	0
HC660_RS13965	0	0	0	0	0	0
HC660_RS13970	0	0	0	0	0	0
HC660_RS13975	0	0	0	0	0	0
HC660_RS13980	0	0	0	0	0	0
HC660_RS13985	0	0	0	0	0	0
HC660_RS13990	0	0	0	0	0	0
HC660_RS13995	0	0	0	0	0	0
HC660_RS14000	0	0	0	0	0	0
HC660_RS14005	0	0	0	0	0	0
HC660_RS14010	0	0	0	0	0	0
HC660_RS14015	0	0	0	0	0	0
HC660_RS14020	0	0	0	0	0	0
HC660_RS14025	0	0	0	0	0	0
HC660_RS14030	0	0	0	0	0	0
HC660_RS14035	0	0	0	0	0	0
HC660_RS14040	0	0	0	0	0	0
HC660_RS21130	0	0	0	0	0	0
HC660_RS14050	0	0	0	0	0	0
HC660_RS14055	0	0	0	0	0	0
HC660_RS14060	0	0	0	0	0	0
HC660_RS14065	0	0	0	0	0	0
HC660_RS14070	0	0	0	0	0	0
HC660_RS14075	0	0	0	0	0	0
HC660_RS14080	0	0	0	0	0	0
HC660_RS14085	0	0	0	0	0	0
HC660_RS14090	0	0	0	0	0	0
HC660_RS14095	0	0	0	0	0	0
HC660_RS14100	0	0	0	0	0	0
HC660_RS14105	0	0	0	0	0	0
HC660_RS14110	0	0	0	0	0	0
HC660_RS14115	0	0	0	0	0	0
HC660_RS14120	0	0	0	0	0	0
HC660_RS14125	0	0	0	0	0	0
HC660_RS14130	0	0	0	0	0	0
HC660_RS14135	0	0	0	0	0	0
HC660_RS14140	0	0	0	0	0	0
HC660_RS14145	0	0	0	0	0	0
HC660_RS14150	0	0	0	0	0	0
HC660_RS14155	0	0	0	0	0	0
HC660_RS21380	0	0	0	0	0	0
HC660_RS14165	0	0	0	0	0	0
HC660_RS14170	0	0	0	0	0	0
HC660_RS14175	0	0	0	0	0	0
HC660_RS14180	0	0	0	0	0	0
HC660_RS14185	0	0	0	0	0	0
HC660_RS14190	0	0	0	0	0	0
HC660_RS14195	0	0	0	0	0	0
HC660_RS14200	0	0	0	0	0	0
HC660_RS20935	0	0	0	0	0	0
HC660_RS14210	0	0	0	0	0	0
HC660_RS14215	0	0	0	0	0	0
HC660_RS14220	0	0	0	0	0	0
HC660_RS14225	0	0	0	0	0	0
HC660_RS14230	0	0	0	0	0	0
HC660_RS14235	0	0	0	0	0	0
HC660_RS14240	3	0	3	1	3	0
HC660_RS14245	675	605	497	797	688	613
HC660_RS14250	427	598	370	698	690	521
HC660_RS14255	359	203	209	284	359	279
HC660_RS14260	51	12	10	31	41	12
HC660_RS14265	679	317	331	409	793	520
HC660_RS14270	369	94	122	118	217	162
HC660_RS14275	77	82	35	54	65	40
HC660_RS14280	151	96	119	164	161	74
HC660_RS14285	4797	2913	2133	3579	4314	2206
HC660_RS14290	9027	4083	2782	5272	8561	2786
HC660_RS14295	1600	543	556	878	1141	624
HC660_RS14300	563	606	697	867	501	1027
HC660_RS14305	276	240	192	339	333	484
HC660_RS14315	623	510	631	683	568	744
HC660_RS14320	2606	5140	4554	4120	1878	3799
HC660_RS14325	118	88	43	99	138	69
HC660_RS14330	382	207	210	137	400	106
HC660_RS14335	486	215	181	221	439	133
HC660_RS14340	274	100	115	89	207	84
HC660_RS14345	391	214	146	179	308	144
HC660_RS14350	925	648	809	724	797	618
HC660_RS14355	304	166	236	245	383	282
HC660_RS14360	2505	1803	1793	1911	3079	2026
HC660_RS14365	1095	657	573	726	1122	1038
HC660_RS14370	419	142	234	221	207	315
HC660_RS14375	186	46	158	158	208	116
HC660_RS14380	374	229	158	308	191	313
HC660_RS14385	2823	2008	1571	2741	3872	2532
HC660_RS14390	543	315	173	411	776	531
HC660_RS14395	168	55	45	64	112	121
HC660_RS14400	265	115	106	176	154	215
HC660_RS14405	4	0	6	2	4	1
HC660_RS14410	133	116	108	158	141	105
HC660_RS14415	3679	1190	867	1058	3452	1020
HC660_RS14420	4076	1419	1417	1339	3983	1104
HC660_RS14425	169	142	78	179	113	86
HC660_RS14430	755	310	126	488	565	139
HC660_RS14435	163	95	106	112	127	70
HC660_RS14440	37	11	12	7	38	6
HC660_RS14445	35	4	12	20	39	16
HC660_RS14450	97	14	22	19	91	16
HC660_RS14455	88	8	10	9	73	2
HC660_RS14460	48	6	4	7	30	3
HC660_RS14465	43	12	2	16	40	4
HC660_RS14470	118	13	36	57	101	20
HC660_RS14475	136	28	40	60	110	24
HC660_RS14480	0	0	0	0	0	0
HC660_RS14485	654	518	513	774	617	499
HC660_RS14490	374	398	725	738	535	562
HC660_RS14495	67	81	63	116	78	111
HC660_RS14500	7434	10427	10749	13627	9670	14073
HC660_RS14505	4065	5243	5160	6073	5232	6568
HC660_RS14510	10737	13220	14164	15525	11433	16313
HC660_RS14515	3	2	2	14	19	1
HC660_RS14520	107	141	62	250	75	98
HC660_RS14525	1354	6215	404	5660	1353	339
HC660_RS14530	1037	4386	283	5328	1917	299
HC660_RS14535	135	134	164	156	162	203
HC660_RS14540	318	189	242	313	295	371
HC660_RS14545	706	1256	811	1346	785	934
HC660_RS14550	1977	3101	2362	3184	2800	4253
HC660_RS14555	249	219	240	319	408	307
HC660_RS14560	352	163	247	354	388	298
HC660_RS14565	334	292	218	340	445	338
HC660_RS14570	415	264	223	334	483	394
HC660_RS14575	256	200	192	274	167	350
HC660_RS14580	1834	5257	1999	3163	2550	3551
HC660_RS14585	603	7858	1023	2011	1535	610
HC660_RS14590	58	56	38	55	44	52
HC660_RS14595	33	10	7	16	53	12
HC660_RS14600	31	26	16	45	55	30
HC660_RS14605	553	439	566	585	704	505
HC660_RS14610	590	333	468	477	781	344
HC660_RS14615	703	508	592	751	1033	551
HC660_RS14620	1840	1168	1045	1506	1907	1186
HC660_RS14625	1060	533	545	959	776	555
HC660_RS14630	545	357	403	471	364	248
HC660_RS14635	9875	13449	11483	13573	9602	8486
HC660_RS14640	12672	16067	12908	15314	13129	11781
HC660_RS14645	10446	12385	11976	11533	9870	8269
HC660_RS14650	43	26	11	23	59	24
HC660_RS14655	209	80	57	73	171	81
HC660_RS14660	354	140	110	138	252	165
HC660_RS14665	11041	11579	9691	13181	12558	11208
HC660_RS14670	2428	2338	2305	2998	2758	3579
HC660_RS14675	1258	479	449	775	1057	1066
HC660_RS14680	1760	811	838	1133	1692	1247
HC660_RS14685	3575	3022	2686	3531	3841	2813
HC660_RS14690	3596	1571	1949	2441	2950	1970
HC660_RS14695	8	3	6	1	28	9
HC660_RS14700	33	3	5	11	71	29
HC660_RS14705	114	86	62	113	74	120
HC660_RS14710	620	786	562	780	678	902
HC660_RS14715	177	238	166	215	220	208
HC660_RS14720	766	674	627	819	669	796
HC660_RS14725	979	964	803	1139	795	906
HC660_RS14730	628	301	428	467	381	364
HC660_RS21245	9	3	4	5	10	4
HC660_RS14735	93	78	64	86	128	77
HC660_RS14740	90	33	31	42	85	18
HC660_RS14745	87	114	72	139	153	138
HC660_RS14750	4400	5212	4956	6727	5270	7756
HC660_RS14755	937	1481	1022	1252	1020	1312
HC660_RS14760	1520	2384	1893	3076	1190	2775
HC660_RS14765	19	21	7	6	23	4
HC660_RS14770	22	5	12	19	41	11
HC660_RS14775	602	348	458	570	400	505
HC660_RS14780	1187	565	757	771	658	868
HC660_RS14785	978	1680	1005	1720	674	990
HC660_RS14790	1597	916	771	764	1599	800
HC660_RS14795	2354	1237	935	1195	2110	1055
HC660_RS14800	219	216	176	284	218	237
HC660_RS14805	938	757	671	1038	1057	1041
HC660_RS14810	684	365	409	521	504	550
HC660_RS14815	706	325	375	620	688	790
HC660_RS14820	2064	2353	2084	3036	2133	4064
HC660_RS14825	196	76	160	152	100	204
HC660_RS14830	240	132	203	207	212	282
HC660_RS14835	464	286	268	358	247	602
HC660_RS14840	298	174	345	241	343	478
HC660_RS14850	23547	24863	20183	26118	26161	38610
HC660_RS21250	16	21	15	22	20	8
HC660_RS14855	714	1024	602	1011	879	1297
HC660_RS14860	1111	829	443	811	907	382
HC660_RS14865	497	165	116	297	279	125
HC660_RS14870	375	119	69	166	268	107
HC660_RS14875	607	171	149	272	367	150
HC660_RS14880	96	20	8	28	85	14
HC660_RS14885	194	79	50	99	207	116
HC660_RS14890	1493	1114	942	1428	1099	1998
HC660_RS14895	2653	3542	1906	4986	2609	3595
HC660_RS14900	1666	1677	1761	1218	1043	2196
HC660_RS14905	4030	4347	4302	3117	2802	5330
HC660_RS14910	2335	1860	2075	1364	1559	2902
HC660_RS14915	3026	1766	1977	2224	3031	2956
HC660_RS14920	2343	835	1038	1119	1834	1208
HC660_RS14925	1275	1456	1209	1433	1202	1589
HC660_RS14930	907	1007	896	949	837	1123
HC660_RS14935	302	328	351	387	275	363
HC660_RS14940	1	0	0	0	11	0
HC660_RS14945	403	565	761	526	241	750
HC660_RS14950	324	375	283	458	298	379
HC660_RS14955	371	550	577	477	268	598
HC660_RS14960	560	266	245	330	480	250
HC660_RS14965	211	95	45	91	178	80
HC660_RS14970	360	338	290	367	382	682
HC660_RS14975	186	18	101	77	102	150
HC660_RS14980	703	360	567	446	490	677
HC660_RS14985	508	317	400	448	585	426
HC660_RS14990	208	187	184	220	262	241
HC660_RS14995	274	183	144	247	195	226
HC660_RS15000	131	117	75	151	79	116
HC660_RS15005	822	455	426	642	582	597
HC660_RS15010	1570	1369	1195	1444	1519	816
HC660_RS15015	528	250	269	364	446	299
HC660_RS15020	285	67	69	127	129	112
HC660_RS15025	156	52	46	60	73	66
HC660_RS15030	317	1000	450	832	409	374
HC660_RS15035	315	379	207	298	361	317
HC660_RS15040	1494	489	579	502	1498	780
HC660_RS15045	752	615	434	867	716	700
HC660_RS15050	1097	1022	1070	994	960	1196
HC660_RS15055	4	1	6	6	10	0
HC660_RS15060	32	16	11	10	28	1
HC660_RS15065	54	5	11	21	34	12
HC660_RS15070	14	9	5	6	15	3
HC660_RS15075	51	10	1	32	30	6
HC660_RS15080	51	5	8	11	36	0
HC660_RS15085	58	2	10	10	56	6
HC660_RS15090	200	193	107	210	122	48
HC660_RS15095	99	32	11	40	39	21
HC660_RS15100	55	48	31	23	45	29
HC660_RS15105	32	11	7	9	28	13
HC660_RS15110	20	7	5	9	31	22
HC660_RS15115	19	3	3	6	34	4
HC660_RS15120	33	5	8	6	23	5
HC660_RS15125	43	8	5	12	56	0
HC660_RS15130	33	4	3	1	30	5
HC660_RS15135	32	1	1	7	23	10
HC660_RS15140	239	34	54	66	64	38
HC660_RS15145	116	48	28	43	51	23
HC660_RS15150	52	6	17	21	13	2
HC660_RS15155	24	15	14	11	22	1
HC660_RS15160	119	66	92	101	97	79
HC660_RS15165	314	434	282	525	389	453
HC660_RS15170	4888	2595	2279	3692	5244	3045
HC660_RS15175	88	33	64	36	79	65
HC660_RS15180	314	323	303	382	288	325
HC660_RS15185	98	45	64	56	88	107
HC660_RS15190	113	124	74	213	117	151
HC660_RS15195	147	57	64	114	216	138
HC660_RS15200	50	31	43	44	65	70
HC660_RS15205	113	164	76	195	159	142
HC660_RS15210	78	56	84	99	116	98
HC660_RS15215	392	444	357	812	1277	633
HC660_RS15220	152	110	96	141	154	150
HC660_RS15225	48	18	27	35	56	39
HC660_RS15230	97	41	21	53	64	75
HC660_RS15235	93	56	34	49	110	102
HC660_RS15240	26	22	16	7	27	42
HC660_RS15245	14	3	3	1	17	7
HC660_RS15250	9	11	3	22	14	8
HC660_RS15255	207	124	101	174	261	218
HC660_RS15260	208	194	103	209	261	241
HC660_RS15265	766	218	334	322	642	355
HC660_RS15270	473	119	189	188	373	246
HC660_RS15275	437	127	173	172	271	218
HC660_RS15280	548	220	322	352	666	466
HC660_RS15285	2391	1862	1760	2128	2440	2805
HC660_RS15290	2993	2390	2121	2871	3234	3230
HC660_RS15295	571	2304	327	720	1252	155
HC660_RS15300	83	97	67	113	49	107
HC660_RS15305	44	33	31	39	48	40
HC660_RS15310	26	11	8	11	61	10
HC660_RS15315	40	3	10	16	28	12
HC660_RS15320	38	13	7	13	47	32
HC660_RS15325	212	129	185	244	161	368
HC660_RS15330	49	35	66	41	89	72
HC660_RS15335	2756	7301	8853	4779	2479	7926
HC660_RS15340	70	38	32	69	53	91
HC660_RS15345	159	205	145	229	156	336
HC660_RS15350	1203	1125	557	1661	839	1609
HC660_RS15355	154	130	104	186	99	163
HC660_RS15360	394	243	221	434	236	395
HC660_RS15365	142	238	277	214	121	451
HC660_RS15370	38	5	8	10	32	0
HC660_RS15375	52	16	5	14	43	16
HC660_RS15380	4	4	5	4	3	4
HC660_RS15385	52	18	24	34	73	50
HC660_RS15390	71	10	35	42	72	19
HC660_RS15395	32	7	6	23	40	16
HC660_RS15400	44	17	10	21	37	33
HC660_RS15405	687	513	646	623	809	557
HC660_RS15410	753	469	403	500	836	422
HC660_RS15415	2095	2584	2000	2485	2232	2484
HC660_RS15420	926	1001	826	781	980	871
HC660_RS15425	1862	729	1179	949	1783	1083
HC660_RS15430	1934	819	752	926	1878	1039
HC660_RS15435	25	1	1	6	16	7
HC660_RS15440	7	5	1	2	11	2
HC660_RS15445	111	19	50	33	127	26
HC660_RS15450	48	3	4	6	83	4
HC660_RS15455	36	15	2	11	36	9
HC660_RS15460	37	14	8	12	29	4
HC660_RS15465	62	17	3	18	73	17
HC660_RS15470	2	0	0	0	6	0
HC660_RS15475	116	80	113	135	127	66
HC660_RS15480	118	43	44	53	50	53
HC660_RS15485	221	71	155	96	108	178
HC660_RS15490	94	41	57	49	58	63
HC660_RS15495	68	43	48	52	59	35
HC660_RS15500	74	20	38	47	28	27
HC660_RS15505	135	58	102	94	72	140
HC660_RS15510	85	44	70	50	63	95
HC660_RS15515	114	42	63	38	55	55
HC660_RS15520	192	78	110	98	119	92
HC660_RS15525	225	82	175	117	208	183
HC660_RS15530	155	44	64	43	83	72
HC660_RS15535	39	6	36	18	30	14
HC660_RS15540	58	18	9	18	25	28
HC660_RS15545	73	42	62	46	69	67
HC660_RS15550	162	22	54	56	54	50
HC660_RS15555	281	61	137	96	131	140
HC660_RS15560	99	55	61	48	47	70
HC660_RS15565	40	17	26	19	17	41
HC660_RS15570	0	0	0	0	0	0
HC660_RS15575	0	0	0	0	6	0
HC660_RS15580	615	221	121	181	487	24
HC660_RS15585	216	132	77	107	168	12
HC660_RS15590	142	43	85	95	88	77
HC660_RS15595	1322	2226	2077	2800	958	1295
HC660_RS15600	4475	7292	6892	9502	3268	3922
HC660_RS15605	1872	1277	1843	2346	1310	1208
HC660_RS15610	543	644	806	620	354	646
HC660_RS15615	146	94	93	137	70	117
HC660_RS15620	69	30	25	49	92	27
HC660_RS15625	54	14	16	21	46	17
HC660_RS15630	141	31	85	88	75	121
HC660_RS15635	177	350	351	344	334	500
