Geneid	Ctrl13-1	Ctrl13-2	Ctrl13-3	Ctrl19_5-1	Ctrl19_5-2	Ctrl19_5-3	Ctrl-1	Ctrl-2	Ctrl-3	Ctrl6_5-1	Ctrl6_5-2	Ctrl6_5-3
HC660_RS21335	238	353	234	298	413	329	390	508	495	547	408	219
HC660_RS04115	478	324	490	483	470	538	673	643	431	708	587	755
HC660_RS04120	30	14	18	17	10	12	37	32	11	26	14	25
HC660_RS04125	68	39	109	68	157	179	72	66	68	122	57	64
HC660_RS04130	88	54	76	79	135	131	119	76	54	93	83	69
HC660_RS04135	25	18	30	19	15	12	20	14	9	8	14	11
HC660_RS04140	3	9	6	5	10	3	11	8	7	10	3	6
HC660_RS04145	273	184	337	228	176	252	497	269	201	317	352	374
HC660_RS04150	265	167	296	185	222	375	362	363	265	451	276	536
HC660_RS04155	18	17	36	29	36	45	38	25	37	32	15	31
HC660_RS04160	1147	814	717	1086	701	676	903	898	737	867	608	1037
HC660_RS04165	1171	1196	878	1478	1103	1019	1166	1118	1153	1272	1089	1412
HC660_RS04170	534	689	609	808	548	531	815	474	653	661	682	743
HC660_RS04175	152	155	289	184	222	268	352	166	197	247	341	321
HC660_RS04180	1168	1171	579	1058	1083	1061	1323	1833	1488	1418	1099	1848
HC660_RS04185	39	59	42	58	53	42	94	62	36	42	25	65
HC660_RS04190	1534	1848	1106	2597	1490	3576	1179	5080	4946	3084	1618	2744
HC660_RS04195	84	73	79	114	121	249	153	98	172	228	149	173
HC660_RS04200	251	253	299	260	592	727	324	243	375	287	303	312
HC660_RS21340	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS04210	8	4	13	5	8	8	11	8	7	15	19	8
HC660_RS04215	10	12	26	10	17	10	30	7	9	2	17	9
HC660_RS04220	8	7	28	9	5	15	51	11	9	14	9	6
HC660_RS04225	8	16	35	21	6	24	45	11	7	20	23	10
HC660_RS04230	92	111	210	120	88	85	382	115	79	90	137	111
HC660_RS04235	43	22	79	20	37	43	68	36	24	34	44	24
HC660_RS04240	118	123	135	113	124	61	215	116	113	85	78	52
HC660_RS04245	25	18	36	35	19	10	83	30	17	12	31	19
HC660_RS04250	39	37	33	41	34	16	60	26	20	38	21	35
HC660_RS04255	46	34	127	68	74	75	108	61	63	66	121	114
HC660_RS04260	27	23	34	57	27	31	53	32	18	33	40	47
HC660_RS04265	155	64	113	140	100	96	186	112	112	115	122	161
HC660_RS04270	17	10	11	22	12	13	29	11	6	5	11	29
HC660_RS04275	25	12	17	22	28	26	15	13	10	11	28	28
HC660_RS04280	687	417	359	567	392	651	333	752	537	574	295	777
HC660_RS04285	811	529	523	680	606	827	743	810	592	731	449	873
HC660_RS04290	1100	1010	962	1102	972	927	1272	1226	754	1176	747	999
HC660_RS04295	4090	2651	2592	4710	3305	4737	3744	3194	3633	4284	4048	6842
HC660_RS04300	29	19	51	38	39	34	70	40	24	30	34	31
HC660_RS04305	93	126	225	198	267	340	363	245	403	346	345	313
HC660_RS04310	3145	3021	7435	4503	7043	5009	16481	4147	4673	5111	3705	4977
HC660_RS04315	3132	2146	5413	2634	4569	3274	8806	2218	2817	4281	3448	3525
HC660_RS04320	3685	2989	4280	2931	3933	2438	6103	2409	3327	3702	3017	3751
HC660_RS04325	788	688	680	657	529	474	793	652	595	804	463	858
HC660_RS04330	162	171	271	249	195	166	468	268	281	237	277	184
HC660_RS04335	1729	2106	2358	3132	2004	3780	1662	3540	3742	3836	1802	2524
HC660_RS04340	240	260	236	440	196	275	486	203	228	285	301	366
HC660_RS04345	63	90	48	141	40	79	158	63	42	27	37	52
HC660_RS04350	42	52	159	57	107	102	281	155	135	88	208	109
HC660_RS04355	26	22	58	23	39	57	158	116	93	59	106	59
HC660_RS04360	84	99	211	117	129	269	426	279	191	302	271	177
HC660_RS04365	137	171	179	208	192	215	369	113	215	165	185	178
HC660_RS04370	142	175	195	282	201	276	230	147	342	437	293	275
HC660_RS04375	119	119	158	227	155	234	158	182	361	365	273	296
HC660_RS04380	192	141	257	223	129	211	306	179	179	245	259	282
HC660_RS04385	226	259	362	265	183	232	456	279	269	268	378	456
HC660_RS04390	0	0	7	3	1	9	12	1	2	3	6	4
HC660_RS04395	9	1	18	12	2	11	30	8	8	5	4	11
HC660_RS04400	63	82	144	168	65	83	167	53	83	105	119	94
HC660_RS04405	299	280	194	444	345	486	416	367	385	388	207	430
HC660_RS04410	78	75	118	113	71	70	131	89	43	69	84	62
HC660_RS04415	250	235	516	381	310	432	640	376	280	392	614	543
HC660_RS04420	284	227	233	321	231	232	315	233	174	220	280	335
HC660_RS04425	54	59	54	88	62	50	28	24	60	45	26	42
HC660_RS04430	15	13	6	11	5	16	11	4	3	3	6	7
HC660_RS04435	5	2	17	4	3	0	30	46	1	0	8	3
HC660_RS04440	0	1	13	1	0	0	7	16	2	4	3	1
HC660_RS04445	1	8	22	5	0	6	50	13	1	4	7	2
HC660_RS04450	11	14	35	7	19	19	61	32	10	35	22	23
HC660_RS04455	375	415	489	621	291	267	852	446	343	339	294	294
HC660_RS04460	23	23	34	46	20	24	46	22	24	32	20	30
HC660_RS04465	9	6	19	7	17	16	28	15	24	21	23	38
HC660_RS04470	20	28	31	22	22	47	42	35	40	31	56	57
HC660_RS04475	41	34	34	44	18	21	68	35	41	23	21	59
HC660_RS04480	32	43	43	91	52	66	108	61	33	46	41	77
HC660_RS04485	3	4	17	19	9	6	17	1	16	6	12	4
HC660_RS04490	2091	1241	3473	1372	2835	1174	4233	1876	2004	2699	2636	3358
HC660_RS04495	736	449	1030	553	590	193	844	266	244	369	517	661
HC660_RS04500	937	910	1455	1066	1204	348	1556	490	506	731	1006	938
HC660_RS04505	70	76	221	158	147	133	241	66	134	78	161	149
HC660_RS04510	453	333	528	577	476	428	605	445	510	559	466	632
HC660_RS04515	6	7	11	11	26	20	10	1	9	11	16	5
HC660_RS04520	123	82	88	107	114	124	103	87	105	108	101	226
HC660_RS04525	28	28	56	38	52	73	66	40	39	33	47	56
HC660_RS04530	131	94	101	93	117	119	101	93	97	140	93	139
HC660_RS04535	6	1	13	4	0	5	16	7	0	3	14	9
HC660_RS04540	1	8	10	0	8	4	19	0	2	3	10	4
HC660_RS04545	16	5	18	5	21	21	45	17	15	17	23	31
HC660_RS04550	159	126	87	210	105	152	178	137	98	144	73	155
HC660_RS04555	531	584	308	611	497	490	496	584	501	556	380	574
HC660_RS21345	6	1	9	3	9	6	13	6	17	13	12	9
HC660_RS04560	89	46	90	79	61	77	125	76	47	92	76	110
HC660_RS04565	291	204	255	366	351	264	274	272	316	318	210	340
HC660_RS04570	114	102	165	145	138	105	223	114	138	147	129	151
HC660_RS04575	96	92	102	127	102	135	138	74	102	101	84	117
HC660_RS04580	633	550	1059	756	656	622	1185	630	621	773	1027	878
HC660_RS04585	4093	3247	1998	2996	3829	2793	2335	4546	3237	3452	3064	6127
HC660_RS04590	238	212	254	183	306	175	533	270	296	186	320	353
HC660_RS04595	79	59	98	63	111	69	277	84	87	81	159	127
HC660_RS04600	44	21	47	25	52	54	113	68	52	74	51	39
HC660_RS04605	5009	4386	1923	2744	4483	3216	2552	5350	4564	4172	2721	5193
HC660_RS04610	48	37	19	25	27	26	17	34	28	34	34	51
HC660_RS04615	14	23	17	13	8	25	19	21	22	28	17	22
HC660_RS04620	138	152	142	159	151	142	173	178	175	167	139	151
HC660_RS04625	366	424	290	452	302	338	374	454	331	289	238	323
HC660_RS04630	172	131	127	190	131	169	114	245	158	187	96	141
HC660_RS04635	101	99	211	226	148	226	203	161	209	212	255	304
HC660_RS04640	9	11	18	18	2	4	24	17	7	21	8	27
HC660_RS04645	353	364	220	386	223	237	274	341	386	251	201	297
HC660_RS04650	58	80	64	70	75	58	47	35	35	66	56	78
HC660_RS04655	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS04660	472	685	434	587	612	887	487	1311	995	701	440	610
HC660_RS04665	351	490	396	394	620	460	368	364	638	420	268	367
HC660_RS04670	1421	1893	1401	1617	2234	1639	1393	1182	2198	1795	1199	1340
HC660_RS04675	309	306	387	319	699	988	698	603	983	1173	558	939
HC660_RS04680	730	771	572	1543	1559	2152	994	833	1752	1505	1142	1570
HC660_RS04685	711	853	545	987	586	677	776	657	814	698	406	711
HC660_RS04690	280	178	275	315	238	350	361	373	245	347	318	468
HC660_RS04695	347	313	293	368	271	265	327	306	287	394	310	467
HC660_RS04700	992	849	754	1118	793	844	1031	1072	808	1050	805	1447
HC660_RS04705	408	323	240	265	184	154	329	384	228	367	233	476
HC660_RS04710	7	11	16	16	9	3	20	13	8	6	2	6
HC660_RS04715	468	436	490	789	647	747	571	345	434	338	254	464
HC660_RS04720	709	482	521	661	589	794	649	575	515	712	458	983
HC660_RS04725	515	483	326	554	404	565	614	482	544	414	451	638
HC660_RS04730	1707	1736	1868	2187	1629	1601	1928	1696	1696	1867	1507	1852
HC660_RS04735	343	116	86	249	103	148	189	172	118	107	82	118
HC660_RS04740	2435	2698	1703	3051	1521	1723	2375	1549	3348	2646	1185	2121
HC660_RS04745	246	213	224	181	388	371	188	191	205	194	111	213
HC660_RS04750	862	643	539	1011	631	788	755	681	826	810	531	1080
HC660_RS04755	0	0	3	1	0	6	5	1	0	1	3	0
HC660_RS04760	0	0	0	1	0	0	1	1	0	0	0	0
HC660_RS04765	1	0	0	0	0	0	0	0	0	0	0	0
HC660_RS04770	0	0	1	0	0	0	0	0	0	0	0	0
HC660_RS04775	38	84	42	36	18	38	60	17	20	31	42	26
HC660_RS04780	32	55	35	16	26	22	39	19	26	34	30	35
HC660_RS04785	28	29	16	21	19	14	38	7	5	11	2	16
HC660_RS04790	37	52	54	34	37	31	105	30	49	60	38	38
HC660_RS04795	52	86	127	67	71	93	130	38	141	122	93	89
HC660_RS04800	14	49	69	33	45	41	77	6	37	63	40	20
HC660_RS04805	16	41	62	20	16	27	39	16	33	35	43	33
HC660_RS04810	29	34	54	23	34	47	39	8	19	31	30	24
HC660_RS04815	25	31	70	31	23	53	84	12	26	49	36	33
HC660_RS04820	311	456	455	235	325	310	354	269	468	561	301	517
HC660_RS04825	222	430	289	213	261	193	303	160	269	294	183	241
HC660_RS04830	176	287	253	155	223	250	219	117	286	297	236	281
HC660_RS04835	75	131	121	93	118	134	129	36	100	107	70	74
HC660_RS04840	38	78	67	37	54	52	79	30	72	85	71	61
HC660_RS04845	1	2	2	0	0	1	3	0	1	2	4	0
HC660_RS04850	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS21000	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS04860	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS04865	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS21350	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS04875	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS04880	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS04885	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS04890	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS04895	7720	7693	4207	6778	7858	4330	4763	5184	5379	4181	2840	4829
HC660_RS04900	3	3	10	0	0	0	3	0	1	0	4	0
HC660_RS04905	2	6	15	3	3	2	21	4	3	4	5	8
HC660_RS04910	5	4	10	3	8	1	21	0	5	3	2	1
HC660_RS04915	0	0	5	1	1	1	4	0	0	0	3	0
HC660_RS04920	6	4	12	12	4	17	39	4	8	1	5	8
HC660_RS04925	23	19	43	25	26	33	65	13	41	28	54	30
HC660_RS04930	0	0	4	0	0	0	4	0	0	0	1	0
HC660_RS04935	3384	2909	1803	3042	1046	1254	1958	1259	8403	7626	2279	5884
HC660_RS04940	0	0	19	0	0	2	28	2	0	2	3	1
HC660_RS04945	2	4	22	0	3	0	14	0	0	3	3	0
HC660_RS04950	0	1	14	2	2	3	19	3	0	0	2	3
HC660_RS04955	1	2	31	0	2	5	22	6	0	1	7	12
HC660_RS04960	45	94	66	78	70	57	58	95	39	47	47	86
HC660_RS04965	17	11	10	8	8	9	9	21	13	7	7	20
HC660_RS04970	66	53	27	53	60	59	50	52	96	83	38	79
HC660_RS04975	13	17	11	11	17	15	21	21	18	13	10	11
HC660_RS04980	1	1	5	5	16	4	11	3	4	14	4	4
HC660_RS04985	125	119	105	211	108	143	170	128	110	141	118	160
HC660_RS04990	113	99	110	127	102	132	129	96	98	118	136	221
HC660_RS04995	13	23	47	20	19	38	42	13	17	23	17	33
HC660_RS05000	576	433	327	575	470	552	447	491	460	446	333	703
HC660_RS05005	5	6	10	8	14	10	17	8	4	4	7	4
HC660_RS05010	21	8	30	10	24	23	50	24	14	16	32	25
HC660_RS05015	28	26	57	27	47	58	86	49	37	51	59	55
HC660_RS05020	15	25	55	35	22	28	68	36	38	26	45	42
HC660_RS05025	4	6	31	6	3	8	38	12	2	8	9	6
HC660_RS05030	58	40	127	96	66	173	103	65	35	50	45	95
HC660_RS05035	259	183	280	363	180	240	601	721	176	296	369	356
HC660_RS05040	1014	925	1275	1353	853	752	2160	2406	834	1076	1482	1285
HC660_RS05045	453	524	694	711	541	447	1020	1469	540	647	746	693
HC660_RS05050	361	399	424	448	290	282	521	775	359	588	467	484
HC660_RS05055	89	89	166	80	141	140	175	41	92	69	101	102
HC660_RS05060	41	22	53	39	80	80	95	45	36	70	59	79
HC660_RS05065	126	63	164	98	185	187	206	129	104	96	145	173
HC660_RS05070	547	346	374	363	553	460	342	349	351	429	404	415
HC660_RS05075	793	624	439	505	587	539	566	589	484	633	485	575
HC660_RS05080	16228	11673	12973	16982	9250	13326	14109	4969	6039	6996	11331	15747
HC660_RS05085	190	164	160	284	206	216	276	155	154	151	139	233
HC660_RS05090	86	58	64	81	69	120	176	68	85	103	77	168
HC660_RS05095	489	264	342	424	704	866	806	743	257	156	210	554
HC660_RS05100	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS05105	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS05110	105	130	76	157	98	154	139	272	190	151	66	150
HC660_RS05115	40	20	18	7	20	29	38	42	14	4	17	25
HC660_RS05120	2	4	9	2	0	1	7	0	4	1	2	2
HC660_RS05125	21	28	6	11	6	11	7	21	7	13	5	10
HC660_RS05130	171	149	206	218	112	98	320	172	111	163	162	131
HC660_RS05135	24	20	33	37	31	15	29	16	32	30	18	28
HC660_RS05140	260	216	136	230	188	226	294	217	188	229	146	256
HC660_RS05145	77	82	47	95	75	86	115	53	59	46	55	72
HC660_RS05150	108	127	51	84	68	89	102	130	88	140	73	123
HC660_RS05155	384	259	295	448	252	286	460	165	217	277	209	350
HC660_RS05160	2187	1456	1221	1998	1194	1456	1432	1936	1507	2001	1350	2171
HC660_RS05165	30	38	36	70	32	33	61	21	56	25	32	40
HC660_RS05170	545	561	660	614	562	457	986	500	555	463	611	464
HC660_RS05175	489	527	419	532	479	457	412	549	394	490	412	498
HC660_RS05180	2684	2332	4152	1816	5567	2609	3668	1004	2062	2560	2492	2673
HC660_RS05185	14591	13101	14600	9643	18209	9535	11925	9037	13511	15472	11387	15615
HC660_RS05190	19266	10227	17766	11105	21225	18897	14943	19048	18938	27955	17316	24926
HC660_RS05195	9191	5861	6166	5459	5839	5728	7377	6916	6384	9889	6632	7980
HC660_RS05200	77	49	108	63	80	66	117	92	51	111	74	92
HC660_RS05205	96	38	51	75	69	56	95	82	58	91	74	68
HC660_RS05210	61	49	45	44	39	54	56	83	32	77	49	46
HC660_RS05215	3	3	5	2	1	4	3	2	4	6	6	11
HC660_RS05220	9	6	4	4	2	1	11	13	9	14	7	15
HC660_RS05225	598	970	555	1108	869	981	835	873	1150	1083	1042	825
HC660_RS05230	75	87	103	149	77	84	129	42	78	58	38	73
HC660_RS05235	2	3	35	11	10	12	42	2	7	8	14	12
HC660_RS05240	27	31	41	47	31	40	54	20	44	44	45	36
HC660_RS05245	1098	773	869	2704	681	1569	1710	1228	897	1202	1138	2193
HC660_RS05250	116	88	95	151	74	107	103	97	86	88	42	114
HC660_RS05255	45	42	74	51	45	61	158	48	44	50	78	71
HC660_RS05260	160	142	121	234	152	293	206	382	344	236	131	212
HC660_RS05265	283	247	221	459	142	145	554	360	145	286	156	223
HC660_RS05270	484	428	520	626	366	564	677	396	371	411	469	687
HC660_RS05275	86	101	75	92	54	53	133	87	78	74	75	129
HC660_RS05280	6	4	17	5	8	9	53	5	8	12	11	11
HC660_RS05285	380	320	294	332	221	313	369	277	205	347	275	433
HC660_RS05290	1439	1080	994	1369	1112	1318	1373	923	788	1052	969	1685
HC660_RS05295	259	209	262	330	276	295	343	127	186	176	155	281
HC660_RS05300	624	687	408	903	993	1478	485	1113	1616	1813	787	1370
HC660_RS05305	131	81	218	277	127	192	352	109	90	164	197	256
HC660_RS05310	521	371	902	768	545	660	1008	543	461	930	917	1020
HC660_RS05315	39	28	66	58	27	48	79	40	32	38	81	84
HC660_RS05320	653	518	599	1104	463	374	1362	299	448	395	608	532
HC660_RS05325	379	459	403	922	277	278	959	156	386	245	269	205
HC660_RS05330	98	67	187	150	136	140	211	66	92	106	102	122
HC660_RS05335	455	521	840	880	644	663	1517	546	582	669	539	581
HC660_RS05340	17	12	25	35	20	19	28	12	23	15	23	19
HC660_RS05345	19	23	36	43	7	13	48	9	24	12	22	28
HC660_RS05350	49	46	98	116	59	67	96	46	56	84	83	98
HC660_RS05355	1	0	5	10	6	1	3	4	2	4	5	3
HC660_RS05360	669	534	437	775	351	506	495	396	437	524	377	764
HC660_RS05365	157	173	120	213	104	136	139	132	124	131	131	174
HC660_RS05370	983	1067	704	1444	825	995	1274	827	683	651	513	891
HC660_RS05375	76	40	110	44	120	158	120	147	106	170	70	133
HC660_RS05380	176	200	231	264	224	280	300	184	335	320	353	341
HC660_RS05385	2136	2791	1284	2127	1944	2761	1240	7524	6327	3663	1578	3596
HC660_RS05390	82	47	102	55	104	94	319	72	95	103	118	84
HC660_RS05395	76	55	134	69	128	131	361	80	84	130	129	136
HC660_RS05400	474	459	347	497	323	310	320	446	386	472	244	461
HC660_RS05405	0	0	0	0	0	0	1	0	0	0	0	0
HC660_RS05410	26	14	9	13	5	12	18	31	27	24	18	20
HC660_RS05415	6	11	12	14	6	11	27	5	3	14	1	9
HC660_RS05420	23	19	23	25	17	22	33	6	8	38	20	16
HC660_RS05425	15	9	23	16	14	10	17	3	3	14	12	6
HC660_RS05430	691	679	660	941	592	796	816	645	667	629	544	882
HC660_RS05435	3428	3016	1995	2405	2685	2970	1667	5508	4054	3834	1805	3655
HC660_RS05440	119	99	56	129	83	85	127	99	69	97	60	65
HC660_RS05445	21	14	55	19	20	29	68	11	15	19	30	23
HC660_RS05450	194	70	181	214	135	224	322	269	119	196	284	481
HC660_RS05455	249	207	324	240	359	239	296	158	302	246	238	313
HC660_RS05460	97	102	138	123	168	81	92	64	128	83	98	157
HC660_RS05465	188	190	141	145	228	146	164	110	176	154	88	139
HC660_RS05470	102	91	171	142	116	83	164	131	126	153	105	157
HC660_RS05475	16	26	41	20	24	13	39	23	33	18	21	39
HC660_RS05480	134	108	180	124	216	136	136	122	117	125	166	191
HC660_RS05485	184	139	213	187	252	168	304	118	196	234	234	232
HC660_RS05490	213	155	304	226	238	222	426	236	226	241	246	258
HC660_RS05495	961	845	1131	1175	946	1036	1299	1163	903	1152	956	1170
HC660_RS05500	1270	1060	877	1371	954	1103	1068	1347	873	1190	749	1092
HC660_RS05505	5	5	7	3	6	8	12	10	8	5	12	13
HC660_RS05510	7896	6075	5005	9345	5149	6269	6708	7772	5966	6683	4323	9927
HC660_RS05515	2	1	2	2	1	0	0	2	2	10	0	0
HC660_RS05520	1	0	0	2	2	3	4	0	0	0	0	4
HC660_RS05525	27	32	31	26	20	39	85	34	36	46	20	71
HC660_RS05530	51	81	58	120	63	98	123	51	97	35	40	109
HC660_RS05535	259	322	221	356	334	326	192	101	229	223	123	184
HC660_RS05540	1848	1362	883	2411	1117	1527	1390	1618	1141	1409	673	1180
HC660_RS05545	406	387	340	519	462	633	341	459	412	327	203	367
HC660_RS05550	16	28	14	25	14	16	39	14	18	28	21	21
HC660_RS05555	2021	2052	1035	2131	1338	1487	1681	1551	1322	1503	719	1343
HC660_RS05560	1441	1011	529	1342	788	920	960	1176	807	1104	539	1164
HC660_RS05565	409	319	191	671	311	351	440	438	295	269	139	261
HC660_RS05570	132	98	176	216	158	136	376	174	108	152	172	135
HC660_RS05575	188	107	344	211	269	281	733	208	197	308	366	293
HC660_RS05580	77	61	235	90	162	147	328	123	101	157	180	165
HC660_RS05585	191	257	231	259	230	191	364	205	249	268	246	236
HC660_RS05590	110	71	191	128	133	95	272	78	105	123	183	132
HC660_RS05595	38	62	92	59	57	35	73	58	43	58	94	82
HC660_RS05600	625	598	804	911	621	458	835	517	637	604	710	625
HC660_RS05605	59	42	135	53	126	159	276	83	84	91	152	133
HC660_RS05610	985	664	1228	1104	1155	1248	1549	539	1130	1306	1344	1324
HC660_RS05615	1410	848	1655	1496	1445	1527	1514	968	1731	2222	1570	1763
HC660_RS05620	1364	984	2029	1713	1692	1855	2028	1002	2008	2558	1892	1904
HC660_RS05625	1057	1242	901	1132	1334	1077	1669	572	1102	800	634	860
HC660_RS05630	4782	5646	3323	5176	5095	3988	5526	3571	3778	3633	2940	3301
HC660_RS05635	1548	1282	1100	1312	764	1230	1086	1275	719	1248	974	1192
HC660_RS05640	34	49	56	48	39	21	87	23	27	34	44	35
HC660_RS21005	21	28	17	16	13	2	20	17	14	16	19	11
HC660_RS05650	146	77	333	192	315	318	489	358	261	269	303	301
HC660_RS05655	52	44	94	55	103	91	47	105	87	115	85	121
HC660_RS05660	6393	5214	4187	8498	5597	6194	5771	4793	4248	6505	4769	9219
HC660_RS05665	52	66	29	95	31	61	37	20	29	16	16	31
HC660_RS05670	65	34	142	54	90	71	291	66	48	61	116	55
HC660_RS05675	247	122	275	150	162	156	673	188	110	175	254	187
HC660_RS05680	194	180	286	177	158	266	341	259	236	253	186	177
HC660_RS05685	458	419	396	442	401	415	435	484	467	511	405	432
HC660_RS05690	47	53	37	47	18	23	73	58	62	59	62	49
HC660_RS05695	92	107	124	111	125	132	140	111	91	80	125	151
HC660_RS05700	117	176	77	169	89	62	106	137	70	118	57	130
HC660_RS05705	4	12	20	10	14	7	35	29	16	14	7	16
HC660_RS05710	379	182	588	337	466	802	694	679	576	838	509	858
HC660_RS05715	1610	1182	892	1034	1313	1135	1324	1826	1386	1693	1514	2945
HC660_RS05720	256	224	263	325	222	215	324	301	257	227	212	237
HC660_RS05725	166	119	232	152	169	146	341	250	170	214	203	201
HC660_RS05730	129	113	213	200	179	134	356	225	138	161	180	141
HC660_RS05735	3	2	4	5	2	2	25	0	1	0	3	1
HC660_RS21355	280	435	155	415	288	336	184	407	253	353	217	232
HC660_RS21360	140	213	89	219	132	204	102	156	158	180	130	70
HC660_RS05745	14	19	54	33	23	19	83	9	23	6	31	25
HC660_RS05750	8	7	14	4	4	3	17	9	0	5	2	9
HC660_RS05755	81	54	55	108	49	55	51	84	72	76	40	51
HC660_RS05760	9	19	17	26	39	56	32	12	85	48	38	32
HC660_RS05765	313	298	315	711	284	561	350	381	835	736	360	587
HC660_RS05770	320	208	318	217	303	377	170	467	423	356	218	326
HC660_RS05775	20	37	54	47	27	41	77	50	28	41	27	38
HC660_RS05780	12	12	16	18	6	4	26	10	9	19	7	9
HC660_RS05785	10	9	20	11	8	7	28	9	4	11	8	5
HC660_RS05790	443	400	463	504	412	495	482	421	398	482	323	455
HC660_RS05795	228	175	222	262	208	190	256	261	239	290	193	367
HC660_RS05800	13	10	33	6	20	9	54	6	10	22	26	8
HC660_RS05805	19	17	39	24	29	49	40	22	28	15	14	31
HC660_RS05810	5	4	13	10	11	24	10	17	14	17	3	12
HC660_RS05815	125	124	85	106	76	97	142	102	83	96	71	101
HC660_RS05820	55	40	38	32	28	42	68	45	42	31	27	60
HC660_RS05825	40	41	32	21	11	27	161	36	14	18	18	57
HC660_RS05830	31	53	16	28	36	25	110	11	27	20	22	54
HC660_RS05835	58	95	54	70	62	79	159	37	43	35	64	46
HC660_RS05840	259	225	428	272	187	312	628	172	288	281	204	371
HC660_RS05845	6	16	6	6	9	1	23	5	2	8	14	14
HC660_RS05850	23	19	65	17	24	34	104	50	22	21	48	14
HC660_RS05855	18	14	21	13	3	12	31	15	6	21	10	24
HC660_RS05860	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS05865	225	178	519	274	343	300	660	204	194	214	437	285
HC660_RS05870	336	218	1391	382	446	446	1733	431	361	569	1042	448
HC660_RS05875	194	136	374	194	161	158	527	161	148	183	319	214
HC660_RS05880	695	499	1298	739	664	580	1681	821	730	1152	1196	996
HC660_RS05885	26	21	99	32	61	90	144	69	61	153	115	106
HC660_RS05890	4	5	5	4	2	9	3	4	9	1	6	8
HC660_RS05895	9	13	16	4	3	6	18	10	5	12	3	5
HC660_RS05900	4	0	9	2	5	10	5	4	9	6	7	5
HC660_RS05905	16	16	33	13	15	11	30	14	15	25	7	20
HC660_RS05910	3	8	8	2	2	1	1	5	3	2	4	3
HC660_RS05915	6	10	12	4	2	1	9	5	1	0	8	1
HC660_RS05920	24	27	12	15	13	19	19	6	20	6	12	12
HC660_RS05925	1	1	20	2	1	5	12	1	2	2	4	4
HC660_RS05930	676	656	710	1122	549	596	633	780	537	539	355	529
HC660_RS05935	363	268	274	457	275	358	266	284	335	357	232	427
HC660_RS05940	876	660	796	1114	877	797	838	1151	941	1103	1049	1160
HC660_RS05945	1	3	7	0	0	0	19	1	0	5	6	0
HC660_RS05950	15	25	41	18	12	11	51	24	13	21	36	9
HC660_RS05955	26	28	43	71	35	26	93	59	33	61	52	53
HC660_RS05960	108	102	177	99	86	117	221	63	93	116	133	145
HC660_RS05965	37	29	73	48	57	76	100	29	43	67	68	59
HC660_RS05970	209	183	193	171	192	215	256	227	158	262	163	237
HC660_RS05975	64	25	104	60	86	56	145	54	43	38	42	70
HC660_RS05980	195	210	206	249	180	199	158	251	231	196	150	150
HC660_RS05985	11	16	39	14	17	14	54	11	12	12	16	12
HC660_RS05990	139	118	195	166	124	139	281	138	112	195	169	185
HC660_RS05995	116	120	99	172	85	84	155	108	115	126	81	145
HC660_RS06000	13	10	30	21	29	11	39	11	4	15	18	16
HC660_RS06005	5	8	14	6	12	8	20	4	9	5	15	0
HC660_RS06010	3	7	7	10	4	2	18	3	4	5	11	1
HC660_RS06015	2	1	17	5	0	2	36	0	1	3	10	4
HC660_RS06020	1	1	14	3	1	6	15	4	0	7	6	5
HC660_RS06025	2	4	12	5	1	2	15	2	5	4	7	0
HC660_RS06030	3	3	15	6	5	1	25	2	8	6	11	2
HC660_RS06035	12	9	39	18	16	11	35	18	12	14	30	19
HC660_RS06040	8	2	19	5	6	8	25	13	5	6	15	9
HC660_RS06045	433	403	201	403	263	277	272	335	306	349	216	375
HC660_RS06050	92	87	56	124	55	57	87	64	33	64	61	66
HC660_RS06055	34	65	77	66	50	31	97	34	54	62	72	28
HC660_RS06060	89	67	52	106	79	103	152	65	80	108	56	105
HC660_RS06065	371	279	262	478	272	431	415	617	314	482	315	521
HC660_RS06070	19	29	29	27	26	26	22	38	26	23	33	24
HC660_RS06075	0	1	18	5	6	6	24	5	3	1	1	9
HC660_RS06080	0	0	11	3	1	2	9	0	0	1	0	0
HC660_RS06085	8	12	28	9	27	32	37	16	20	6	13	6
HC660_RS06090	33	42	76	64	56	66	113	37	46	39	39	22
HC660_RS06095	35	32	41	27	40	53	38	24	21	49	15	26
HC660_RS06100	5	5	34	2	18	7	34	11	12	20	20	11
HC660_RS06105	928	803	418	1029	481	741	680	998	626	679	392	775
HC660_RS06110	689	652	364	444	383	607	385	779	675	649	351	651
HC660_RS06115	541	536	311	434	311	417	382	751	525	555	343	580
HC660_RS06120	57	54	45	47	46	55	50	73	36	78	40	79
