Geneid	Ctrl13-1	Ctrl13-2	Ctrl13-3	Ctrl19_5-1	Ctrl19_5-2	Ctrl19_5-3	Ctrl-1	Ctrl-2	Ctrl-3	Ctrl6_5-1	Ctrl6_5-2	Ctrl6_5-3
HC660_RS16275	7	11	21	15	7	4	40	6	4	23	12	11
HC660_RS16280	29	29	35	40	25	28	80	24	16	59	46	61
HC660_RS16285	176	144	167	199	181	154	168	154	145	190	200	164
HC660_RS16290	378	398	531	548	475	373	751	395	416	451	590	458
HC660_RS16295	237	219	291	330	305	222	450	181	208	199	229	172
HC660_RS16300	276	245	328	374	329	242	496	272	244	233	310	236
HC660_RS16305	9	4	23	8	5	4	21	8	1	7	6	4
HC660_RS16310	9	0	14	6	1	4	17	4	27	0	16	5
HC660_RS16315	289	205	226	186	346	425	287	129	287	364	244	335
HC660_RS16320	90	69	123	67	143	161	161	93	128	174	132	160
HC660_RS16325	58	22	107	32	122	65	144	40	80	90	163	62
HC660_RS16330	112	98	155	79	188	166	190	77	194	131	183	135
HC660_RS16335	52	39	58	15	38	47	38	25	47	53	37	50
HC660_RS16340	8	5	10	4	14	7	16	10	16	6	5	7
HC660_RS16345	5	7	7	8	3	8	27	9	4	11	4	3
HC660_RS21295	8	5	10	16	8	7	13	7	4	9	7	2
HC660_RS16350	6	3	12	8	8	1	30	4	7	7	9	6
HC660_RS16355	2	2	42	5	6	14	69	4	4	6	28	2
HC660_RS16360	0	0	9	0	0	1	11	0	0	0	5	0
HC660_RS16365	0	1	12	1	0	5	12	3	0	0	1	2
HC660_RS16370	2	1	6	1	6	4	29	7	4	3	3	9
HC660_RS16375	20	14	43	14	29	43	85	61	25	44	28	42
HC660_RS16380	11	25	50	9	22	14	50	33	14	32	12	25
HC660_RS16385	39	46	29	37	21	18	54	47	35	27	31	23
HC660_RS16390	63	29	69	45	58	74	115	55	70	100	56	83
HC660_RS16395	216	192	159	278	193	244	226	143	125	141	108	160
HC660_RS16400	17	16	44	18	29	22	40	14	25	20	26	23
HC660_RS16405	1	0	18	6	3	9	34	0	4	2	9	1
HC660_RS16410	5	3	7	2	2	7	16	1	14	7	5	12
HC660_RS16415	22	25	35	21	35	28	70	14	30	54	31	45
HC660_RS16420	79	86	67	80	79	59	80	72	58	76	53	65
HC660_RS16425	375	227	173	208	195	292	229	190	136	181	199	317
HC660_RS16430	182	113	251	192	172	194	320	186	154	197	192	248
HC660_RS16435	4	1	10	5	8	5	47	0	6	4	3	2
HC660_RS16440	14	10	26	11	18	33	52	18	21	17	24	20
HC660_RS16445	19859	17567	14430	13369	14525	13812	14838	15776	22313	24720	17072	22244
HC660_RS16450	3389	2943	3072	2226	2794	2591	3524	2592	4126	4723	3847	4068
HC660_RS16455	7520	7545	8106	5827	7464	6592	9430	6428	9878	11642	10329	10327
HC660_RS16460	7918	7336	8151	5910	7264	6622	10466	6080	9505	11052	10031	9998
HC660_RS16465	999	786	1674	814	1793	2426	2129	1007	1749	2479	1930	1977
HC660_RS16470	23	39	46	36	31	16	77	76	32	21	26	48
HC660_RS16475	45	16	18	23	21	11	33	27	39	28	22	34
HC660_RS16480	1304	982	558	993	1210	1349	724	1081	1210	1513	823	1655
HC660_RS16485	456	399	265	374	620	693	475	332	408	535	386	621
HC660_RS16490	624	525	430	609	825	1034	624	381	599	569	422	649
HC660_RS16495	147	110	78	105	111	195	118	92	131	146	90	179
HC660_RS16500	79	54	42	50	105	84	70	44	38	80	66	116
HC660_RS16505	112	89	73	103	142	156	118	90	72	125	99	157
HC660_RS16510	679	511	323	514	349	365	432	647	415	629	305	586
HC660_RS16515	1391	1345	769	1932	1264	1100	1186	1282	1173	839	597	1186
HC660_RS16520	330	328	285	591	458	411	293	356	480	333	221	537
HC660_RS16525	176	166	242	176	86	54	362	93	182	330	499	143
HC660_RS16530	45	42	87	35	17	19	116	38	24	64	92	30
HC660_RS16535	170	164	195	169	76	43	339	185	98	156	235	91
HC660_RS16540	0	0	3	2	0	2	8	0	0	1	0	2
HC660_RS16545	1	6	16	2	3	2	22	2	4	0	5	6
HC660_RS16550	0	1	8	1	1	0	7	0	1	4	2	2
HC660_RS16555	1	8	2	2	1	0	3	0	0	1	2	0
HC660_RS16560	46	57	41	38	44	63	58	55	109	30	43	67
HC660_RS16565	324	257	241	333	250	323	410	340	363	360	438	618
HC660_RS16570	25	14	25	14	16	14	25	22	16	16	35	21
HC660_RS16575	2	3	14	5	14	8	43	9	4	9	18	13
HC660_RS16580	115	117	83	129	95	93	154	65	80	87	88	132
HC660_RS16585	156	97	77	76	160	155	92	157	165	253	121	298
HC660_RS16590	1118	1070	673	975	1285	1299	835	980	1245	1652	776	1368
HC660_RS16595	8	7	12	21	8	14	28	5	4	13	10	11
HC660_RS16600	1005	918	551	1032	608	606	736	1378	633	817	453	753
HC660_RS16605	86	76	47	83	59	36	87	59	70	72	50	72
HC660_RS16610	1504	1448	1269	1551	1575	1903	932	1185	4750	3230	920	1580
HC660_RS16615	2249	1461	1222	2413	882	714	1632	832	789	1204	814	1780
HC660_RS16620	386	239	267	284	228	173	477	239	222	238	197	242
HC660_RS16625	742	571	504	586	539	547	750	518	449	666	476	677
HC660_RS16630	173	183	119	124	102	84	149	108	149	156	79	165
HC660_RS16635	741	688	576	796	734	602	823	493	628	722	488	675
HC660_RS16640	6661	5005	4941	7231	5192	4828	5675	7463	5079	5967	4885	7233
HC660_RS16645	148	172	174	251	232	187	195	270	162	156	138	274
HC660_RS16650	5	7	5	10	9	3	7	1	7	8	11	5
HC660_RS16655	8	6	15	4	10	9	20	9	6	19	10	21
HC660_RS16660	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS16665	93	72	96	108	125	174	118	109	106	124	97	122
HC660_RS16670	156	130	194	203	239	279	237	180	147	221	132	194
HC660_RS16675	82	86	91	111	107	126	139	44	55	56	68	84
HC660_RS16680	64	72	79	92	130	101	158	61	59	87	74	58
HC660_RS16685	67	46	56	51	25	43	36	45	40	54	39	57
HC660_RS16690	13	4	23	27	10	12	25	11	13	7	16	19
HC660_RS16695	29	23	43	42	30	30	52	11	13	21	15	25
HC660_RS16700	26	17	66	53	29	25	77	27	17	36	60	58
HC660_RS16705	71	53	267	94	126	81	257	79	56	137	226	172
HC660_RS16710	43	32	88	59	54	51	146	48	37	38	136	81
HC660_RS16715	69	40	110	133	70	98	159	39	66	79	110	120
HC660_RS16720	91	86	76	201	81	166	136	109	139	171	115	189
HC660_RS16725	1021	1059	732	1451	1231	2440	1108	2848	2622	2250	1043	2016
HC660_RS16730	295	156	280	406	245	303	375	262	211	257	236	389
HC660_RS16735	30	41	60	59	49	34	71	36	33	20	35	35
HC660_RS16740	1	4	12	6	4	4	13	1	7	7	2	6
HC660_RS16745	2	2	11	4	4	1	15	0	4	7	10	8
HC660_RS16750	2	8	5	2	5	0	6	2	0	3	1	0
HC660_RS16755	89	60	72	161	69	53	130	120	79	103	118	92
HC660_RS16760	8	6	15	11	4	9	26	16	6	9	6	13
HC660_RS16765	716	538	565	642	872	631	963	573	580	796	597	768
HC660_RS16770	386	266	293	417	506	324	611	320	231	423	329	425
HC660_RS16775	526	358	505	679	658	687	912	330	386	461	413	531
HC660_RS16780	797	553	499	333	729	535	744	692	812	831	894	970
HC660_RS16785	181	133	177	100	190	114	345	172	150	166	235	221
HC660_RS16790	60	49	163	37	161	87	386	83	118	110	235	102
HC660_RS16795	5991	4758	2011	2819	3934	2726	2558	6406	4249	5135	3293	6561
HC660_RS16800	162	117	116	176	102	165	190	189	138	177	215	335
HC660_RS16805	1	2	4	1	4	3	4	1	7	4	7	3
HC660_RS16810	60	66	59	82	79	82	72	16	52	46	52	64
HC660_RS16815	496	390	368	621	392	572	489	389	423	433	370	699
HC660_RS16820	561	524	407	596	558	464	480	727	513	451	291	554
HC660_RS16825	166	115	149	184	152	169	276	142	123	94	90	90
HC660_RS16830	56	58	97	100	111	144	166	82	59	73	64	58
HC660_RS16835	5255	4967	2997	7126	4676	3870	2902	6277	5083	4186	2566	5392
HC660_RS16840	38	40	46	26	53	80	30	161	102	72	42	66
HC660_RS16845	421	470	454	607	482	420	418	313	611	451	355	459
HC660_RS16850	6110	6959	3857	6655	2608	3462	6122	6935	3014	4384	2950	2627
HC660_RS16855	1496	1352	2224	2172	1276	1977	4852	1305	832	1517	1366	967
HC660_RS16860	145	115	126	159	127	138	223	163	109	131	162	234
HC660_RS16865	266	382	257	962	133	173	503	561	248	199	129	190
HC660_RS16870	128	60	160	142	153	199	203	176	141	190	120	261
HC660_RS16875	532	391	266	508	497	642	324	419	567	577	304	631
HC660_RS16880	651	665	411	796	867	936	650	621	782	656	482	710
HC660_RS16885	450	532	625	977	483	517	1539	419	605	591	848	457
HC660_RS16890	527	790	818	1026	1092	1380	1312	614	1421	1385	1200	1080
HC660_RS16895	116	136	133	162	168	254	187	229	234	173	108	169
HC660_RS16900	145	291	290	260	316	277	309	293	499	249	180	295
HC660_RS16905	1367	1807	1301	1514	2240	2738	1080	1788	2981	3171	1445	2077
HC660_RS16910	262	255	186	423	211	303	339	318	225	230	144	249
HC660_RS16915	7	2	3	1	2	4	6	1	3	4	1	0
HC660_RS16920	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS16925	35	16	37	64	29	16	59	19	23	30	28	10
HC660_RS16930	24	9	18	17	18	19	23	26	16	9	36	29
HC660_RS16935	22	13	18	15	28	25	27	28	7	19	12	18
HC660_RS16940	8	8	20	26	21	21	23	21	15	12	14	30
HC660_RS16945	180	193	141	243	158	175	127	189	157	213	104	217
HC660_RS16950	155645	301970	199857	166359	159090	164518	148592	246117	315301	366143	146829	201218
HC660_RS16955	391	384	449	786	557	731	759	180	482	440	362	567
HC660_RS16960	2740	2608	3682	2972	3563	4228	4851	4725	5088	5761	4348	5095
HC660_RS16965	567	644	602	646	848	905	669	1269	1299	953	605	991
HC660_RS16970	159	192	257	292	287	379	299	175	237	181	151	247
HC660_RS16975	10	11	21	22	15	22	35	23	12	15	12	27
HC660_RS16980	9	9	9	6	8	2	19	1	4	1	5	6
HC660_RS16985	83	81	60	106	69	78	98	61	56	67	70	59
HC660_RS16990	56	38	28	43	39	56	43	34	51	31	36	40
HC660_RS16995	107	95	92	152	101	133	133	56	103	73	78	152
HC660_RS17000	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17005	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17010	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17015	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17020	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17025	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17030	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17035	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17040	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17045	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17050	80	108	106	89	110	112	170	188	175	108	91	116
HC660_RS17055	67	127	152	85	194	195	185	109	213	114	134	129
HC660_RS17060	8	11	37	16	47	34	19	35	31	27	29	35
HC660_RS17065	4	16	25	14	31	27	49	26	31	46	31	54
HC660_RS17070	47	35	62	64	43	86	76	51	41	29	69	78
HC660_RS17075	82	114	115	179	49	78	135	109	155	199	168	192
HC660_RS17080	91	75	148	190	73	104	130	116	166	181	202	240
HC660_RS17085	42	37	83	127	27	66	98	49	90	98	135	161
HC660_RS17090	64	35	140	126	37	93	131	64	105	166	184	178
HC660_RS17095	29	29	42	64	32	46	58	55	67	41	21	37
HC660_RS17100	457	383	253	509	450	386	374	452	449	413	221	496
HC660_RS17105	50	83	61	94	70	80	120	37	52	20	62	64
HC660_RS17110	227	155	188	282	220	256	256	145	115	161	156	151
HC660_RS17115	27	19	21	40	44	30	31	28	25	12	18	19
HC660_RS17120	31806	18775	22537	14858	18961	14998	32784	16040	19759	25374	22897	16746
HC660_RS17125	10344	8147	23653	9183	16807	11469	35215	8703	13345	18536	23630	12622
HC660_RS17130	3759	3046	9454	3447	6766	4198	14847	3227	4569	6875	9353	4778
HC660_RS17135	5260	4061	14569	4671	10480	6637	25133	4345	6904	10017	15495	7089
HC660_RS17140	844	677	2233	722	1264	883	3956	919	1253	1861	2125	1257
HC660_RS17145	50105	41822	35250	42959	45734	49443	45047	43219	58432	66039	36035	45938
HC660_RS17150	8718	7361	6009	6921	5812	5978	3008	3814	9311	10203	4470	7538
HC660_RS17155	71	70	142	75	127	53	234	67	102	94	85	86
HC660_RS17160	522	403	346	398	529	458	441	342	341	357	299	491
HC660_RS17165	115	119	157	145	139	180	218	126	175	159	128	156
HC660_RS17170	34	22	29	25	22	21	64	11	13	21	46	13
HC660_RS17175	28	41	32	43	45	41	91	35	38	51	49	47
HC660_RS17180	25	31	42	20	33	48	58	31	53	43	58	57
HC660_RS17185	433	364	296	445	562	632	376	604	496	522	430	514
HC660_RS17190	5974	6637	5177	6947	4150	3848	6647	8590	4935	6225	4604	5880
HC660_RS17195	5222	5590	6161	7253	4061	3768	8772	7162	3795	5220	5131	4904
HC660_RS17200	1270	1356	1985	2557	1063	1256	2348	1600	1087	1180	1322	1069
HC660_RS17205	3	0	2	0	0	0	0	1	8	0	0	0
HC660_RS17210	109	86	101	131	92	135	99	120	74	107	93	134
HC660_RS17215	138	148	164	226	164	142	250	126	149	145	113	124
HC660_RS17220	49	24	54	26	41	28	64	31	25	30	38	34
HC660_RS17225	36	23	50	31	29	39	77	21	23	19	49	54
HC660_RS17230	658	626	603	715	783	765	632	762	610	665	430	557
HC660_RS17235	1366	1056	782	1003	1081	1012	1340	980	784	974	769	995
HC660_RS17240	37	25	97	32	22	29	59	8	31	38	55	33
HC660_RS17245	181	220	256	268	111	85	208	78	164	181	233	205
HC660_RS17250	78	76	129	113	55	50	150	44	61	50	75	67
HC660_RS17255	171	160	267	223	103	67	286	48	99	140	202	118
HC660_RS17260	131	170	187	272	72	62	264	107	107	116	159	106
HC660_RS17265	79	98	108	130	95	86	134	73	55	89	131	114
HC660_RS17270	794	802	561	840	555	521	699	889	639	703	475	715
HC660_RS17275	1022	1144	1804	1463	949	553	3248	2014	792	972	1149	639
HC660_RS17280	1244	1272	1209	1239	1557	1300	1206	1408	1128	1330	749	1065
HC660_RS17285	181	135	111	121	146	167	141	171	228	240	133	274
HC660_RS17290	113	71	104	123	119	152	137	78	80	94	126	164
HC660_RS17295	24	21	54	18	23	44	61	36	26	44	33	88
HC660_RS17300	6	10	23	24	12	12	45	6	12	17	34	6
HC660_RS17305	1	3	22	16	8	2	25	9	8	8	20	5
HC660_RS17310	8	14	47	23	14	7	60	9	1	16	26	18
HC660_RS17315	23	25	16	16	7	16	19	6	17	19	16	14
HC660_RS17320	4	14	26	10	9	2	44	4	3	6	15	1
HC660_RS17325	0	1	9	1	2	4	18	0	0	1	6	0
HC660_RS17330	0	3	17	5	5	0	22	3	2	0	9	1
HC660_RS17335	8	8	8	5	8	13	24	5	5	4	17	4
HC660_RS17340	6	16	21	19	16	9	36	26	4	23	10	12
HC660_RS17345	9	11	32	17	33	26	49	18	6	17	44	11
HC660_RS17350	20	33	61	38	38	46	107	31	31	30	58	34
HC660_RS17355	1	10	11	6	2	3	12	4	4	2	8	3
HC660_RS17360	2	2	3	5	3	4	20	0	4	0	2	8
HC660_RS17365	1	0	8	4	1	1	10	3	2	1	1	0
HC660_RS17370	68	62	121	108	83	68	118	77	83	90	131	91
HC660_RS17375	7	12	17	6	5	7	20	22	6	7	12	4
HC660_RS17380	29	27	36	25	36	18	21	30	31	29	12	31
HC660_RS17385	13	16	18	23	23	13	18	18	21	22	5	22
HC660_RS17390	760	726	647	562	924	511	691	715	608	553	322	529
HC660_RS17395	1525	1590	1525	1312	2119	1247	1582	1679	1415	1189	739	1224
HC660_RS17400	2	1	13	8	7	7	26	2	3	15	12	9
HC660_RS17405	0	0	0	0	0	0	1	0	0	0	0	0
HC660_RS17410	47	41	35	42	42	43	74	38	57	74	40	59
HC660_RS17415	40	29	81	56	55	47	141	50	67	37	76	86
HC660_RS17420	7	4	8	4	1	7	28	6	3	8	4	5
HC660_RS17425	25	17	44	39	39	31	116	44	25	29	52	50
HC660_RS17430	4	12	28	21	8	12	52	10	13	6	18	19
HC660_RS17435	19	26	38	18	14	12	104	13	17	32	12	15
HC660_RS17440	1181	1028	935	1378	1368	1191	1314	864	1176	1250	746	1120
HC660_RS17445	220	283	212	326	275	169	259	210	212	250	151	257
HC660_RS17450	102	135	116	159	137	86	124	64	68	100	80	120
HC660_RS17455	11	7	11	7	6	8	28	7	7	20	6	11
HC660_RS17460	2	0	4	0	0	3	10	0	1	1	4	0
HC660_RS17465	5516	5135	3251	7128	5431	6043	3827	6006	5102	4595	2734	4915
HC660_RS17470	9	3	11	14	14	5	13	3	7	17	2	10
HC660_RS17475	7	11	17	21	14	8	37	4	18	12	3	2
HC660_RS17480	59	23	77	62	91	96	114	65	66	82	76	125
HC660_RS17485	75	63	75	111	69	74	52	161	67	66	47	95
HC660_RS17490	57	59	103	62	68	60	132	40	63	115	96	72
HC660_RS17495	24	23	34	30	28	27	37	34	35	31	23	33
HC660_RS17500	1738	1659	1541	2227	1255	1498	1498	2325	1540	1920	1089	1767
HC660_RS17505	210	188	189	213	257	280	270	180	209	215	235	294
HC660_RS17510	70	33	46	58	48	62	93	73	55	68	85	87
HC660_RS17515	43	29	51	70	74	94	120	36	41	67	73	92
HC660_RS17520	3	9	30	21	40	38	42	30	28	19	27	39
HC660_RS17525	8	7	12	17	7	11	23	2	9	12	2	5
HC660_RS17530	1026	606	884	716	1120	1211	1105	691	961	1394	776	947
HC660_RS17535	233	114	265	167	321	335	194	176	223	285	203	261
HC660_RS17540	459	391	749	520	744	789	984	424	545	750	643	656
HC660_RS17545	870	692	1029	911	923	789	1535	659	618	868	954	769
HC660_RS17550	458	422	708	590	537	539	886	378	418	559	577	447
HC660_RS17555	126	137	267	276	219	257	271	128	146	132	192	168
HC660_RS17560	925	681	815	1339	765	960	1004	1329	826	980	789	1382
HC660_RS17565	2692	2549	2126	4244	2238	4059	3333	3802	3770	3520	2842	5859
HC660_RS17570	568	524	571	496	732	928	676	595	899	893	618	889
HC660_RS17575	342	188	433	278	442	375	600	344	297	373	311	397
HC660_RS17580	16	8	14	3	5	10	18	22	6	9	8	9
HC660_RS17585	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17590	62	67	36	61	29	44	135	66	55	43	32	101
HC660_RS17595	21	20	19	17	19	25	32	29	20	42	23	28
HC660_RS17600	24	19	36	21	14	17	40	13	12	26	31	26
HC660_RS17605	8	11	14	4	8	5	43	13	6	9	14	2
HC660_RS17610	3	4	12	5	5	4	16	8	4	8	10	4
HC660_RS17615	3	6	22	3	1	3	25	13	2	3	9	1
HC660_RS17620	7	1	25	4	3	5	51	2	4	3	21	20
HC660_RS17625	3	0	4	0	0	1	3	0	0	3	6	3
HC660_RS17630	1	1	26	2	2	2	29	4	0	5	20	5
HC660_RS17635	146	145	108	256	103	126	222	76	91	172	119	133
HC660_RS17640	142	122	91	144	123	149	116	126	99	132	78	129
HC660_RS17645	646	441	527	406	410	452	777	514	468	631	594	630
HC660_RS17650	636	384	508	460	588	423	813	531	463	687	558	548
HC660_RS17655	245	187	547	254	545	600	856	485	372	662	562	618
HC660_RS17660	67	41	233	67	190	213	368	123	95	246	226	191
HC660_RS17665	194	186	323	349	239	279	578	248	199	253	266	239
HC660_RS17670	150	148	286	242	109	121	375	179	113	83	203	92
HC660_RS17675	327	330	365	330	220	189	751	278	214	216	415	235
HC660_RS17680	203	206	298	176	199	88	443	178	131	205	269	164
HC660_RS17685	54	54	145	68	92	60	235	68	77	128	144	83
HC660_RS17690	57	73	59	83	63	40	87	42	56	28	35	22
HC660_RS17695	293	300	267	337	218	175	173	261	326	390	205	279
HC660_RS17700	23	9	63	22	22	22	41	11	12	26	21	16
HC660_RS17705	128	111	90	128	79	105	113	142	125	126	77	106
HC660_RS17710	428	429	360	442	471	367	370	267	317	395	281	377
HC660_RS17715	2293	2722	1096	1647	2285	1237	1414	1682	1834	1597	924	1626
HC660_RS17720	1247	1285	614	891	1227	566	936	712	831	899	554	783
HC660_RS17725	8365	9755	4501	7226	10565	5232	4583	7266	6192	6056	3409	5736
HC660_RS17730	1154	1380	899	1461	1726	967	1143	630	846	634	521	577
HC660_RS17735	16	15	22	22	32	22	70	20	21	12	32	14
HC660_RS17740	1382	1490	2887	1863	2130	1999	3703	1619	2235	2674	3216	2086
HC660_RS17745	798	857	1039	1035	872	950	1362	680	1163	1240	1102	887
HC660_RS17750	411	646	373	324	409	447	368	617	1049	775	359	621
HC660_RS17755	80	100	123	124	104	91	171	86	100	161	93	175
HC660_RS17760	59	77	87	127	81	66	121	58	69	66	101	86
HC660_RS17765	123	147	185	205	141	156	238	132	108	153	189	192
HC660_RS17770	989	1058	861	1411	1105	1110	1215	936	984	1218	799	990
HC660_RS17775	64	120	75	107	142	111	118	78	137	94	52	78
HC660_RS17780	14	10	19	3	7	7	47	7	5	6	27	13
HC660_RS17785	1750	1039	962	1675	992	1723	1149	1256	1062	1495	1230	2322
HC660_RS17790	486	249	283	491	317	695	389	376	411	416	363	752
HC660_RS17795	335	270	355	336	347	451	457	403	550	616	380	624
HC660_RS17800	108	77	127	160	139	152	271	122	126	111	92	163
HC660_RS17805	2234	1187	2607	1789	2655	3244	2961	2279	2617	4145	2717	3630
HC660_RS17810	7519	5671	6531	6352	6712	7041	7435	4656	5654	8136	6817	7354
HC660_RS17815	19021	19948	10667	16891	20131	22940	9823	23494	30663	24802	8986	17037
HC660_RS17820	172	222	131	239	295	232	185	134	243	269	221	193
HC660_RS17825	364	482	258	474	607	566	260	712	599	621	401	427
HC660_RS17830	326	412	254	370	492	452	354	550	585	614	391	327
HC660_RS17835	218	233	189	245	236	218	184	347	269	292	192	181
HC660_RS17840	110	187	116	257	174	190	101	89	228	121	108	82
HC660_RS17845	2551	5558	1862	4282	4902	5055	2459	6185	7515	6602	3141	2333
HC660_RS17850	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17855	144	99	72	118	154	155	129	102	165	161	110	123
HC660_RS17860	58	54	56	79	116	138	91	142	118	95	81	101
HC660_RS17865	282	322	200	315	292	406	232	448	350	451	274	277
HC660_RS17870	264	298	284	467	328	551	404	436	509	368	304	237
HC660_RS17875	362	483	351	638	417	514	566	547	418	418	382	272
HC660_RS17880	167	219	136	258	157	148	209	149	140	157	103	117
HC660_RS17885	184	221	232	323	233	247	276	171	195	210	177	182
HC660_RS17890	171	154	134	228	148	131	238	113	176	104	106	101
HC660_RS17895	50	73	34	96	58	43	71	43	85	31	30	53
HC660_RS17900	8	10	43	3	20	11	41	9	14	12	26	14
HC660_RS17905	681	645	339	880	341	535	460	611	426	451	325	620
HC660_RS17910	2073	1543	1082	1776	1417	1655	1519	1383	1283	1614	929	1746
HC660_RS17915	1101	980	715	1326	827	964	997	978	819	856	623	1113
HC660_RS17920	116	109	149	140	139	228	210	55	130	125	116	121
HC660_RS17925	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17930	1806	1770	1631	2492	2546	2662	2561	980	1703	1512	1244	1828
HC660_RS17935	44	34	55	48	33	41	71	53	38	29	58	61
HC660_RS17940	26	27	30	37	29	24	34	11	31	26	32	17
HC660_RS17945	22	16	37	27	13	24	38	31	11	28	18	17
HC660_RS17950	42	23	61	31	33	36	97	43	36	47	53	41
HC660_RS17955	25	8	35	13	14	16	45	31	17	20	30	19
HC660_RS17960	9	10	19	7	12	11	63	11	13	9	36	11
HC660_RS17965	10	12	31	21	12	10	37	11	9	10	44	14
HC660_RS17970	12	9	18	11	4	11	31	7	17	4	15	10
HC660_RS17975	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17980	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17985	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17990	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17995	349	280	142	292	230	238	128	295	215	246	81	189
HC660_RS18000	1361	1163	600	1218	891	965	966	1087	922	1090	550	1159
HC660_RS18005	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18010	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18015	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18020	3632	3227	1816	4520	3795	5421	3132	5385	5186	5251	2763	5914
HC660_RS18025	1101	685	565	1061	763	1136	759	735	864	1072	935	1756
HC660_RS18030	0	0	0	0	0	0	0	0	1	0	0	0
HC660_RS18035	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18040	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18045	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18050	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18055	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18060	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18065	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18070	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18075	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18080	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18085	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18090	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18095	560	715	587	841	651	701	926	701	740	848	800	617
HC660_RS18100	514	352	608	440	643	609	553	533	480	533	348	512
HC660_RS18105	13	20	46	17	22	26	69	17	30	41	51	35
HC660_RS18110	18	30	23	12	21	29	40	31	33	25	44	30
HC660_RS18115	23	26	38	27	53	91	52	25	84	106	60	51
HC660_RS18120	300	456	215	575	445	621	366	684	781	758	451	612
HC660_RS18125	1160	1221	636	1177	1099	1304	3246	833	1189	787	732	1954
HC660_RS18130	221	111	172	225	205	269	389	470	190	268	150	262
HC660_RS18135	223	374	319	546	386	560	423	841	659	570	534	357
HC660_RS18140	1	0	10	0	1	2	13	1	0	2	2	3
HC660_RS18145	15	9	27	24	15	17	46	19	15	15	28	19
HC660_RS18150	25	11	20	12	11	10	26	25	25	8	10	12
HC660_RS18155	18	57	39	20	40	33	75	48	35	33	28	26
HC660_RS18160	1174	1230	1102	997	1235	822	1315	854	1049	1074	951	1201
HC660_RS18165	422	400	581	402	602	316	748	329	454	517	808	584
HC660_RS18170	97	61	211	95	164	33	200	34	122	131	121	141
HC660_RS18175	431	364	744	390	690	265	651	346	596	606	730	572
HC660_RS18180	372	305	500	347	478	177	483	214	452	469	470	488
HC660_RS18185	656	551	617	575	644	298	635	417	702	715	709	802
HC660_RS18190	573	715	399	1114	761	1653	527	2010	1987	1273	668	1141
HC660_RS18195	26	16	22	27	27	37	44	25	32	38	23	50
HC660_RS18200	232	293	254	616	212	249	416	183	237	150	109	183
HC660_RS18205	662	371	225	210	371	586	208	414	372	440	164	275
HC660_RS18210	963	569	361	302	506	691	292	437	450	613	256	414
HC660_RS18215	299	290	198	302	368	262	278	255	306	300	214	332
HC660_RS18220	12	3	28	8	35	16	51	2	15	6	16	10
HC660_RS18225	3	10	14	3	3	6	34	26	16	9	22	8
HC660_RS18230	22	31	54	38	26	23	134	36	31	33	25	36
HC660_RS18235	6	9	21	7	5	10	38	5	4	9	9	5
HC660_RS18240	4	10	12	3	3	3	14	5	0	7	6	4
HC660_RS18245	506	420	279	538	415	372	392	618	551	392	206	350
HC660_RS18250	103	88	102	75	68	48	133	75	102	92	86	84
HC660_RS18255	2	1	9	2	1	6	10	2	1	0	11	6
HC660_RS18260	28	14	59	21	15	37	60	13	20	16	44	29
HC660_RS18265	38	41	38	35	39	28	74	39	30	45	40	26
HC660_RS18270	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18275	338	394	382	273	658	350	447	383	418	509	416	379
