Geneid	Ctrl-1	Ctrl-2	Ctrl-3	SMG-1	SMG-2	SMG-3
HC660_RS12645	21243	14184	18613	14793	19942	11141
HC660_RS12650	19956	13580	16897	12338	12062	7500
HC660_RS12655	16	29	23	23	44	24
HC660_RS12660	1787	1486	1166	1709	3029	1234
HC660_RS12665	334	383	338	203	550	251
HC660_RS12670	696	982	847	744	1238	688
HC660_RS12675	1211	1438	1103	1372	1313	943
HC660_RS12680	10718	14617	10704	12708	10715	11822
HC660_RS12685	609	978	1451	932	1368	441
HC660_RS12690	1784	1945	3278	919	1366	1285
HC660_RS12695	207	325	257	347	379	228
HC660_RS12700	1892	1833	1571	1673	2650	1884
HC660_RS12705	5	2	5	5	13	3
HC660_RS12710	10	10	11	4	17	10
HC660_RS12715	1	5	13	5	13	5
HC660_RS12720	26468	6056	7368	8416	8488	4922
HC660_RS12725	353	246	359	177	414	171
HC660_RS12730	6	1	2	2	1	0
HC660_RS12735	105	51	86	65	79	35
HC660_RS12740	284	272	316	120	325	163
HC660_RS12745	143	92	119	60	102	59
HC660_RS12750	13	16	21	10	17	14
HC660_RS12755	22	28	35	23	34	15
HC660_RS12760	1152	958	797	850	1371	672
HC660_RS12765	278	387	294	302	533	167
HC660_RS12770	310	408	337	330	574	252
HC660_RS12775	290	367	339	346	519	232
HC660_RS12780	59	71	71	61	88	43
HC660_RS12785	430	522	547	354	509	167
HC660_RS12790	417	495	450	292	568	265
HC660_RS12795	83	70	134	36	107	66
HC660_RS12800	163	75	128	35	132	47
HC660_RS21235	17	13	31	7	23	6
HC660_RS12805	65	74	153	38	98	43
HC660_RS12810	14	30	28	3	12	9
HC660_RS12815	71	40	40	15	47	25
HC660_RS12820	25	26	62	6	7	7
HC660_RS12825	45	34	56	31	140	26
HC660_RS12830	4	4	6	7	9	6
HC660_RS12835	20	10	6	19	25	9
HC660_RS12840	1	0	0	0	0	0
HC660_RS12845	0	0	0	0	0	0
HC660_RS12850	0	0	0	0	0	0
HC660_RS12855	0	0	0	0	0	0
HC660_RS12860	0	0	0	0	0	0
HC660_RS12865	0	0	0	0	0	0
HC660_RS12870	0	0	0	0	0	0
HC660_RS12875	0	0	0	0	0	0
HC660_RS12880	0	0	0	0	0	0
HC660_RS12885	0	0	0	0	0	0
HC660_RS12890	0	0	0	0	0	0
HC660_RS12895	0	0	0	0	0	0
HC660_RS12900	0	0	0	0	0	0
HC660_RS21240	0	0	0	0	0	0
HC660_RS12905	54	44	65	28	12	19
HC660_RS12910	9	2	17	1	2	1
HC660_RS12915	446	282	306	108	54	137
HC660_RS12920	1602	1183	1169	430	227	355
HC660_RS12925	1935	2109	2361	749	314	533
HC660_RS12930	16	65	91	100	94	44
HC660_RS12935	423	548	505	830	305	287
HC660_RS12940	62	43	66	42	85	43
HC660_RS12945	13	12	18	12	10	1
HC660_RS12950	496	240	305	126	259	87
HC660_RS12955	0	0	0	0	0	0
HC660_RS21100	0	0	2	0	0	0
HC660_RS12965	78	93	123	77	114	89
HC660_RS12970	91	128	169	151	147	138
HC660_RS21105	35	41	111	34	43	41
HC660_RS12980	62	157	441	125	130	156
HC660_RS12985	37	20	29	18	41	10
HC660_RS12990	1069	819	526	853	1792	460
HC660_RS12995	516	300	192	307	581	180
HC660_RS13000	5	3	4	3	7	6
HC660_RS21280	0	0	0	0	0	0
HC660_RS13005	62	51	34	20	49	37
HC660_RS13010	76	46	115	41	82	27
HC660_RS13015	16	13	25	14	25	7
HC660_RS13020	4	1	8	2	2	1
HC660_RS13025	1	1	6	0	2	5
HC660_RS13030	43	70	84	157	424	63
HC660_RS13035	30	31	20	102	249	35
HC660_RS13040	11	28	22	72	216	29
HC660_RS13045	19	46	28	94	283	41
HC660_RS13050	26	32	28	111	355	77
HC660_RS13055	1	3	4	1	7	5
HC660_RS13060	50	65	58	56	80	18
HC660_RS13065	0	0	1	0	0	0
HC660_RS13070	19	26	18	34	26	11
HC660_RS13075	17	25	27	26	21	11
HC660_RS13080	48	50	51	48	20	26
HC660_RS13085	41	30	32	17	53	11
HC660_RS13090	7	5	5	0	13	3
HC660_RS13095	3	10	9	12	14	4
HC660_RS21115	1	2	1	7	0	1
HC660_RS13100	5	4	6	6	4	10
HC660_RS13105	37	56	42	74	45	41
HC660_RS13110	269	168	169	286	410	130
HC660_RS13115	113	222	202	208	88	147
HC660_RS13120	30	72	63	59	9	31
HC660_RS13125	28	49	49	45	27	24
HC660_RS13130	9	31	42	53	23	19
HC660_RS13135	7	27	28	39	28	13
HC660_RS13140	41	78	106	82	118	39
HC660_RS13145	70	41	67	20	64	50
HC660_RS13150	701	627	817	461	560	597
HC660_RS13155	72	70	100	42	87	59
HC660_RS13160	14	5	11	10	1	6
HC660_RS13165	17	23	17	10	17	23
HC660_RS13170	56	81	89	65	127	40
HC660_RS13175	242	144	347	42	70	57
HC660_RS13180	753	1181	1206	996	1443	913
HC660_RS13185	26	26	82	22	109	23
HC660_RS13190	33	13	32	12	50	5
HC660_RS13195	528	427	427	87	92	158
HC660_RS13200	1379	1163	1196	204	202	291
HC660_RS13205	111	78	90	82	276	65
HC660_RS13210	509	279	515	125	223	146
HC660_RS13215	906	1025	1199	616	793	691
HC660_RS13220	172	202	246	150	172	136
HC660_RS13225	35	18	12	19	31	6
HC660_RS13230	100	68	75	63	208	45
HC660_RS13235	69	104	66	68	119	39
HC660_RS13240	319	292	431	316	683	270
HC660_RS13245	34	59	85	51	114	14
HC660_RS13250	71	22	28	6	25	3
HC660_RS13255	862	340	743	99	323	292
HC660_RS13260	74	76	115	34	60	45
HC660_RS13265	741	350	426	668	1333	356
HC660_RS13270	1106	834	624	706	1573	595
HC660_RS13275	1442	1491	1025	1303	2209	1123
HC660_RS13280	537	661	526	404	755	455
HC660_RS13285	306	248	302	104	253	142
HC660_RS13290	1512	1126	1123	704	961	741
HC660_RS13295	2196	1108	1718	1040	1268	638
HC660_RS13300	854	756	987	649	796	524
HC660_RS13305	192	362	445	326	379	172
HC660_RS13310	555	1254	860	1510	1935	804
HC660_RS13315	9	12	19	22	57	8
HC660_RS13320	0	1	1	0	0	1
HC660_RS13325	2	6	4	13	10	1
HC660_RS13330	8	10	2	7	22	11
HC660_RS13335	162	173	149	179	406	93
HC660_RS13340	124	107	90	86	111	67
HC660_RS13345	1476	1125	901	1053	1407	918
HC660_RS13350	1027	761	607	464	774	489
HC660_RS13355	109	95	152	58	84	46
HC660_RS13360	242	195	367	125	258	171
HC660_RS13365	901	487	797	344	471	489
HC660_RS13370	1972	374	654	1791	530	730
HC660_RS13375	939	1005	657	1539	2250	739
HC660_RS13380	233	236	126	297	493	216
HC660_RS13385	16	7	27	14	13	2
HC660_RS13390	483	322	363	235	624	184
HC660_RS13395	361	367	344	322	533	261
HC660_RS13400	1099	1625	1855	1282	2348	1193
HC660_RS13405	1304	552	723	497	980	409
HC660_RS13410	1269	1298	1275	1128	2184	870
HC660_RS13415	64	45	180	42	144	25
HC660_RS13420	102	109	161	32	54	25
HC660_RS13425	2210	2127	1810	2152	4235	1489
HC660_RS13430	39	69	190	82	128	18
HC660_RS13435	94	123	159	93	100	70
HC660_RS13440	31	7	14	15	30	13
HC660_RS13445	7	0	6	2	13	4
HC660_RS13450	797	448	613	597	797	291
HC660_RS13455	988	770	580	918	1223	547
HC660_RS13460	704	433	333	486	572	340
HC660_RS13465	58	39	35	35	45	30
HC660_RS13470	341	198	256	209	292	183
HC660_RS13475	227	159	160	99	162	129
HC660_RS13480	1889	1696	1938	581	623	1362
HC660_RS13485	4769	4485	4484	1143	1191	3169
HC660_RS13490	335	445	579	349	153	381
HC660_RS13495	353	335	494	186	249	227
HC660_RS13500	1	1	2	0	1	0
HC660_RS13505	4	6	10	3	5	7
HC660_RS13510	577	294	219	93	143	247
HC660_RS13515	17	10	5	1	8	7
HC660_RS13520	13	14	20	11	6	12
HC660_RS13525	13	11	14	21	67	25
HC660_RS13530	3	9	17	11	22	9
HC660_RS13535	3	1	1	1	0	0
HC660_RS13540	3	1	2	0	0	0
HC660_RS13545	7	6	16	11	25	3
HC660_RS13550	31	34	62	53	64	34
HC660_RS13555	337	308	368	341	645	120
HC660_RS13560	412	386	392	213	384	137
HC660_RS13565	1630	1360	1262	1247	1750	831
HC660_RS13570	243	160	233	215	576	95
HC660_RS13575	22	27	14	26	69	9
HC660_RS13580	10995	5767	8239	6138	8146	5281
HC660_RS13585	9269	6705	10060	6048	9623	5723
HC660_RS13590	15425	13294	19228	9295	14308	7184
HC660_RS13595	9	14	6	4	26	2
HC660_RS13600	7	15	26	16	22	5
HC660_RS13605	736	1011	1078	791	1840	692
HC660_RS13610	540	789	840	652	1372	488
HC660_RS13615	292	467	380	374	866	307
HC660_RS13620	1232	1705	1165	1767	2428	1504
HC660_RS13625	984	1122	661	1093	1557	1031
HC660_RS13630	405	598	500	417	947	354
HC660_RS13635	315	412	399	392	781	262
HC660_RS13640	6	12	7	15	22	3
HC660_RS13645	0	5	1	2	2	1
HC660_RS13650	205	358	156	394	542	172
HC660_RS13655	419	656	404	1252	2231	445
HC660_RS13660	0	0	4	1	3	0
HC660_RS13665	26	15	18	20	55	11
HC660_RS13670	45	38	28	40	79	30
HC660_RS13675	8050	4517	4692	2853	2214	2722
HC660_RS13680	2461	1609	1675	822	925	879
HC660_RS13685	1147	956	1011	486	667	614
HC660_RS13690	2384	1581	1844	677	918	901
HC660_RS13695	1307	1112	1238	427	579	624
HC660_RS13700	5240	4362	6873	2195	2429	2991
HC660_RS13705	79	43	73	22	43	26
HC660_RS13710	975	1023	934	503	445	417
HC660_RS13715	1497	2534	2169	824	669	863
HC660_RS13720	47	67	62	17	16	15
HC660_RS13725	4452	3785	3508	3849	5975	3611
HC660_RS13730	10267	6379	4575	6730	14732	6120
HC660_RS13735	99	125	188	76	174	96
HC660_RS13740	147	150	97	105	170	91
HC660_RS13745	282	376	289	329	520	203
HC660_RS13750	178	234	204	207	410	138
HC660_RS13755	996	1338	1911	880	1665	635
HC660_RS13760	482	834	1058	602	914	335
HC660_RS13765	89	103	121	83	231	38
HC660_RS13770	424	296	317	162	609	153
HC660_RS13775	7	1	8	0	6	0
HC660_RS13780	10	10	8	3	12	12
HC660_RS13785	7715	11862	11802	2942	4693	6515
HC660_RS13790	0	0	0	0	0	0
HC660_RS13795	0	0	0	0	0	0
HC660_RS13800	0	0	0	0	0	0
HC660_RS13805	0	0	0	0	0	0
HC660_RS13810	0	0	0	0	0	0
HC660_RS13815	0	0	0	0	0	0
HC660_RS13820	0	0	0	0	0	0
HC660_RS13825	0	0	0	0	0	0
HC660_RS13830	0	0	0	0	0	0
HC660_RS13835	0	0	0	0	0	0
HC660_RS13840	0	0	0	0	0	0
HC660_RS13845	0	0	0	0	0	0
HC660_RS21120	0	0	0	0	0	0
HC660_RS13855	0	0	0	0	0	0
HC660_RS13860	0	0	0	0	0	0
HC660_RS13865	0	0	0	0	0	0
HC660_RS13870	0	0	0	0	0	0
HC660_RS13875	0	0	0	0	0	0
HC660_RS13880	0	0	0	0	0	0
HC660_RS13885	0	0	0	0	0	0
HC660_RS13890	0	0	0	0	0	0
HC660_RS13895	0	0	0	0	0	0
HC660_RS13900	0	0	0	0	0	0
HC660_RS13905	0	0	0	0	0	0
HC660_RS13910	0	0	0	0	0	0
HC660_RS13915	0	0	0	0	0	0
HC660_RS13920	0	0	0	0	0	0
HC660_RS13925	0	0	0	0	0	0
HC660_RS13930	0	0	0	0	0	0
HC660_RS13935	0	0	0	0	0	0
HC660_RS13940	0	0	0	0	0	0
HC660_RS21290	0	0	0	0	0	0
HC660_RS13945	0	0	0	0	0	0
HC660_RS13950	0	0	0	0	0	0
HC660_RS13955	0	0	0	0	0	0
HC660_RS21125	0	0	0	0	0	0
HC660_RS13965	0	0	0	0	0	0
HC660_RS13970	0	0	0	0	0	0
HC660_RS13975	0	0	0	0	0	0
HC660_RS13980	0	0	0	0	0	0
HC660_RS13985	0	0	0	0	0	0
HC660_RS13990	0	0	0	0	0	0
HC660_RS13995	0	0	0	0	0	0
HC660_RS14000	0	0	0	0	0	0
HC660_RS14005	0	0	0	0	0	0
HC660_RS14010	0	0	0	0	0	0
HC660_RS14015	0	0	0	0	0	0
HC660_RS14020	0	0	0	0	0	0
HC660_RS14025	0	0	0	0	0	0
HC660_RS14030	0	0	0	0	0	0
HC660_RS14035	0	0	0	0	0	0
HC660_RS14040	0	0	0	0	0	0
HC660_RS21130	0	0	0	0	0	0
HC660_RS14050	0	0	0	0	0	0
HC660_RS14055	0	0	0	0	0	0
HC660_RS14060	0	0	0	0	0	0
HC660_RS14065	0	0	0	0	0	0
HC660_RS14070	0	0	0	0	0	0
HC660_RS14075	0	0	0	0	0	0
HC660_RS14080	0	0	0	0	0	0
HC660_RS14085	0	0	0	0	0	0
HC660_RS14090	0	0	0	0	0	0
HC660_RS14095	0	0	0	0	0	0
HC660_RS14100	0	0	0	0	0	0
HC660_RS14105	0	0	0	0	0	0
HC660_RS14110	0	0	0	0	0	0
HC660_RS14115	0	0	0	0	0	0
HC660_RS14120	0	0	0	0	0	0
HC660_RS14125	0	0	0	0	0	0
HC660_RS14130	0	0	0	0	0	0
HC660_RS14135	0	0	0	0	0	0
HC660_RS14140	0	0	0	0	0	0
HC660_RS14145	0	0	0	0	0	0
HC660_RS14150	0	0	0	0	0	0
HC660_RS14155	0	0	0	0	0	0
HC660_RS21380	0	0	0	0	0	0
HC660_RS14165	0	0	0	0	0	0
HC660_RS14170	0	0	0	0	0	0
HC660_RS14175	0	0	0	0	0	0
HC660_RS14180	0	0	0	0	0	0
HC660_RS14185	0	0	0	0	0	0
HC660_RS14190	0	0	0	0	0	0
HC660_RS14195	0	0	0	0	0	0
HC660_RS14200	0	0	0	0	0	0
HC660_RS20935	0	0	0	0	0	0
HC660_RS14210	0	0	0	0	0	0
HC660_RS14215	0	0	0	0	0	0
HC660_RS14220	0	0	0	0	0	0
HC660_RS14225	0	0	0	0	0	0
HC660_RS14230	0	0	0	0	0	0
HC660_RS14235	0	0	0	0	0	0
HC660_RS14240	3	1	6	2	0	2
HC660_RS14245	772	627	669	498	459	379
HC660_RS14250	478	667	686	428	459	291
HC660_RS14255	167	215	274	123	224	108
HC660_RS14260	34	48	22	15	48	26
HC660_RS14265	409	284	357	181	322	240
HC660_RS14270	86	101	167	52	105	52
HC660_RS14275	108	138	142	111	33	110
HC660_RS14280	240	314	336	292	117	191
HC660_RS14285	4202	4902	4869	5213	2266	3472
HC660_RS14290	9116	10212	9531	8525	3162	6515
HC660_RS14295	873	915	1267	512	499	421
HC660_RS14300	230	159	224	198	332	105
HC660_RS14305	336	285	252	119	303	132
HC660_RS14315	628	828	1020	390	587	510
HC660_RS14320	3492	2184	4307	1733	3068	2193
HC660_RS14325	140	266	318	119	82	93
HC660_RS14330	1340	1500	1651	946	217	1001
HC660_RS14335	1031	1375	1706	921	304	725
HC660_RS14340	559	702	858	398	200	328
HC660_RS14345	598	960	1221	598	299	393
HC660_RS14350	2184	4352	5133	1413	847	2151
HC660_RS14355	270	310	277	191	220	117
HC660_RS14360	1329	1885	1830	1761	1788	1345
HC660_RS14365	1182	1197	1013	745	642	778
HC660_RS14370	430	166	298	76	193	161
HC660_RS14375	81	55	157	38	42	33
HC660_RS14380	173	150	231	132	194	160
HC660_RS14385	1145	1621	939	1689	1988	885
HC660_RS14390	243	261	171	303	430	198
HC660_RS14395	51	39	54	33	69	32
HC660_RS14400	131	78	103	62	123	65
HC660_RS14405	0	5	1	0	2	1
HC660_RS14410	123	69	103	76	100	60
HC660_RS14415	367	377	369	259	249	310
HC660_RS14420	533	377	390	255	234	362
HC660_RS14425	209	268	292	200	115	79
HC660_RS14430	1191	757	987	363	215	322
HC660_RS14435	196	242	216	218	99	190
HC660_RS14440	39	56	63	21	19	51
HC660_RS14445	28	62	72	39	17	37
HC660_RS14450	83	79	110	63	14	84
HC660_RS14455	73	33	59	33	8	52
HC660_RS14460	48	41	53	24	15	19
HC660_RS14465	26	35	58	21	7	20
HC660_RS14470	114	129	196	58	17	68
HC660_RS14475	51	92	148	57	25	58
HC660_RS14480	0	0	0	0	0	0
HC660_RS14485	208	279	223	315	331	191
HC660_RS14490	1924	565	800	212	518	362
HC660_RS14495	302	96	69	33	82	79
HC660_RS14500	15481	5492	4412	4629	8564	3839
HC660_RS14505	3015	2401	1965	1816	3523	1616
HC660_RS14510	3797	4272	4079	3752	8417	2546
HC660_RS14515	4	1	25	2	2	3
HC660_RS14520	102	183	404	48	215	112
HC660_RS14525	726	601	2810	67	152	864
HC660_RS14530	389	454	2164	17	65	610
HC660_RS14535	65	53	75	68	141	27
HC660_RS14540	215	125	222	110	215	99
HC660_RS14545	750	372	542	365	596	260
HC660_RS14550	1278	1092	687	1433	2800	932
HC660_RS14555	152	143	197	175	234	104
HC660_RS14560	274	207	249	200	297	189
HC660_RS14565	192	284	362	211	266	294
HC660_RS14570	179	413	525	186	279	323
HC660_RS14575	191	198	458	144	195	180
HC660_RS14580	8018	12060	23124	13635	4407	12295
HC660_RS14585	7961	25939	53901	21911	7297	23709
HC660_RS14590	33	22	37	15	30	14
HC660_RS14595	12	14	28	3	12	15
HC660_RS14600	31	28	39	25	19	16
HC660_RS14605	424	506	486	500	514	340
HC660_RS14610	296	446	485	415	410	288
HC660_RS14615	487	831	770	760	572	581
HC660_RS14620	1373	1834	1741	1371	1168	1360
HC660_RS14625	678	1539	2210	936	875	786
HC660_RS14630	402	1187	1674	822	472	633
HC660_RS14635	9944	19052	19233	18748	11670	13667
HC660_RS14640	6958	19948	19119	20940	14632	14474
HC660_RS14645	10790	18424	20556	16228	13424	13923
HC660_RS14650	41	24	33	17	27	10
HC660_RS14655	117	92	103	41	87	53
HC660_RS14660	448	270	268	98	116	95
HC660_RS14665	5172	6508	5022	6540	7753	6189
HC660_RS14670	670	1257	1429	972	1804	725
HC660_RS14675	1244	1442	1423	594	1166	443
HC660_RS14680	963	1177	1376	651	1156	497
HC660_RS14685	2054	2323	2333	1819	2176	1715
HC660_RS14690	1555	1419	1784	809	1422	868
HC660_RS14695	7	0	7	1	4	3
HC660_RS14700	13	10	10	2	11	3
HC660_RS14705	218	168	258	90	96	108
HC660_RS14710	500	537	725	452	726	304
HC660_RS14715	416	331	518	121	214	162
HC660_RS14720	808	758	995	441	609	572
HC660_RS14725	864	672	674	718	702	734
HC660_RS14730	185	306	448	276	294	186
HC660_RS21245	10	35	0	22	3	4
HC660_RS14735	332	1340	84	920	144	83
HC660_RS14740	180	774	21	652	97	43
HC660_RS14745	42	74	76	69	57	45
HC660_RS14750	2027	1257	797	1786	4134	1030
HC660_RS14755	677	638	513	688	630	488
HC660_RS14760	571	605	785	802	960	388
HC660_RS14765	17	13	7	6	17	12
HC660_RS14770	18	22	5	22	28	13
HC660_RS14775	1091	987	562	479	767	424
HC660_RS14780	1197	1468	1028	563	1112	423
HC660_RS14785	790	1322	1783	1378	1024	1148
HC660_RS14790	1568	1599	1103	1008	796	510
HC660_RS14795	1222	1361	908	1040	837	547
HC660_RS14800	171	114	105	165	154	93
HC660_RS14805	382	617	564	418	581	419
HC660_RS14810	218	257	350	189	300	200
HC660_RS14815	212	230	227	108	409	121
HC660_RS14820	1287	2080	1687	1248	2649	1475
HC660_RS14825	80	76	174	64	162	66
HC660_RS14830	149	156	174	220	283	86
HC660_RS14835	296	125	152	121	228	103
HC660_RS14840	304	365	735	211	368	279
HC660_RS14850	15325	12491	20231	7066	22958	9940
HC660_RS21250	122	99	158	32	19	27
HC660_RS14855	357	368	280	555	1023	296
HC660_RS14860	1820	2672	4215	1653	707	1177
HC660_RS14865	212	367	721	226	135	166
HC660_RS14870	207	279	346	248	102	170
HC660_RS14875	441	474	633	429	159	285
HC660_RS14880	77	71	103	55	18	42
HC660_RS14885	182	137	122	80	67	91
HC660_RS14890	1034	705	610	656	814	787
HC660_RS14895	1608	4331	3691	1304	1569	2497
HC660_RS14900	8687	17651	15225	3533	3312	6222
HC660_RS14905	13618	38298	32849	8319	8955	12311
HC660_RS14910	4342	12796	12257	3159	4464	2934
HC660_RS14915	2443	1957	1898	1475	2388	1638
HC660_RS14920	701	936	988	1016	1306	792
HC660_RS14925	726	926	640	603	1030	508
HC660_RS14930	1022	1540	1086	743	862	768
HC660_RS14935	207	355	348	166	281	116
HC660_RS14940	0	0	0	0	3	0
HC660_RS14945	552	377	844	276	1103	306
HC660_RS14950	387	380	297	207	278	301
HC660_RS14955	491	261	611	169	465	141
HC660_RS14960	496	650	576	433	360	446
HC660_RS14965	191	340	307	145	71	99
HC660_RS14970	631	218	276	95	282	157
HC660_RS14975	49	44	94	54	113	25
HC660_RS14980	338	319	580	145	416	200
HC660_RS14985	482	340	364	341	581	369
HC660_RS14990	93	92	98	108	262	72
HC660_RS14995	39	68	90	66	177	32
HC660_RS15000	31	54	72	35	62	30
HC660_RS15005	339	192	247	147	284	210
HC660_RS15010	1424	1708	1518	1598	900	1410
HC660_RS15015	358	247	222	152	228	129
HC660_RS15020	334	314	324	58	218	72
HC660_RS15025	1750	1014	1046	119	151	118
HC660_RS15030	262	200	384	141	103	131
HC660_RS15035	571	267	209	189	239	285
HC660_RS15040	1856	604	523	505	645	853
HC660_RS15045	239	271	233	286	435	165
HC660_RS15050	2334	1795	1911	905	1289	2041
HC660_RS15055	4	10	6	0	1	5
HC660_RS15060	23	22	17	11	14	29
HC660_RS15065	31	22	58	28	15	22
HC660_RS15070	11	17	16	11	7	9
HC660_RS15075	17	30	39	27	7	13
HC660_RS15080	8	22	36	8	9	7
HC660_RS15085	76	154	116	30	56	62
HC660_RS15090	184	297	328	160	120	126
HC660_RS15095	21	29	54	17	22	13
HC660_RS15100	98	111	148	42	35	78
HC660_RS15105	13	17	18	9	13	5
HC660_RS15110	5	14	3	14	12	7
HC660_RS15115	9	0	3	5	4	1
HC660_RS15120	4	11	8	12	12	3
HC660_RS15125	3	4	6	14	8	6
HC660_RS15130	10	3	2	3	5	1
HC660_RS15135	62	54	52	12	10	4
HC660_RS15140	25	66	154	38	18	33
HC660_RS15145	61	170	390	69	36	75
HC660_RS15150	46	116	261	49	22	44
HC660_RS15155	28	57	145	19	6	32
HC660_RS15160	129	268	412	159	75	142
HC660_RS15165	208	150	251	158	158	48
HC660_RS15170	1661	1551	1206	1986	2244	1045
HC660_RS15175	60	74	125	65	90	58
HC660_RS15180	447	254	333	150	216	170
HC660_RS15185	356	119	109	63	72	74
HC660_RS15190	62	74	77	49	74	57
HC660_RS15195	108	124	138	94	160	78
HC660_RS15200	39	43	71	36	61	21
HC660_RS15205	65	84	129	75	121	56
HC660_RS15210	29	35	49	29	57	20
HC660_RS15215	144	217	195	219	352	154
HC660_RS15220	44	73	110	89	119	75
HC660_RS15225	14	16	24	16	52	12
HC660_RS15230	24	54	58	19	74	54
HC660_RS15235	39	59	75	46	95	43
HC660_RS15240	12	13	28	11	19	8
HC660_RS15245	1	4	7	2	5	4
HC660_RS15250	12	1	4	9	5	7
HC660_RS15255	137	135	82	98	174	100
HC660_RS15260	205	150	127	138	211	128
HC660_RS15265	541	435	394	343	314	225
HC660_RS15270	289	285	307	165	221	126
HC660_RS15275	183	138	218	139	184	88
HC660_RS15280	520	410	385	557	755	249
HC660_RS15285	1072	1288	1208	1650	2549	1061
HC660_RS15290	1686	1598	1645	1525	2228	1462
HC660_RS15295	3487	7220	10113	6243	2831	5705
HC660_RS15300	61	71	106	30	36	36
HC660_RS15305	53	47	100	27	26	23
HC660_RS15310	14	18	34	5	15	5
HC660_RS15315	23	28	25	10	11	17
HC660_RS15320	22	27	27	3	21	9
HC660_RS15325	360	239	303	66	156	159
HC660_RS15330	215	223	173	31	79	150
HC660_RS15335	13930	5867	9058	2221	8585	5067
HC660_RS15340	52	87	141	100	69	32
HC660_RS15345	376	486	694	384	229	139
HC660_RS15350	307	239	351	143	513	192
HC660_RS15355	106	124	133	43	100	79
HC660_RS15360	230	321	377	85	217	212
HC660_RS15365	240	161	653	58	196	60
HC660_RS15370	5	7	13	4	4	3
HC660_RS15375	16	6	11	2	18	0
HC660_RS15380	2	1	2	2	4	1
HC660_RS15385	28	32	27	24	21	9
HC660_RS15390	33	39	27	42	21	5
HC660_RS15395	29	25	27	27	18	11
HC660_RS15400	15	18	23	16	38	6
HC660_RS15405	665	506	447	430	551	471
HC660_RS15410	353	384	349	305	356	302
HC660_RS15415	1400	1047	779	1273	1563	961
HC660_RS15420	726	388	406	453	550	420
HC660_RS15425	2002	1354	1399	1059	1059	1102
HC660_RS15430	1079	1012	1120	622	666	628
HC660_RS15435	4	4	5	8	3	4
HC660_RS15440	2	4	4	1	2	0
HC660_RS15445	30	36	43	59	98	31
HC660_RS15450	37	36	43	20	23	4
HC660_RS15455	13	33	22	36	15	15
HC660_RS15460	21	38	31	44	38	10
HC660_RS15465	25	37	45	22	24	16
HC660_RS15470	0	0	0	0	0	0
HC660_RS15475	78	5	50	42	87	44
HC660_RS15480	30	18	46	22	86	20
HC660_RS15485	103	39	182	52	302	57
HC660_RS15490	37	13	54	22	121	16
HC660_RS15495	18	9	37	18	47	10
HC660_RS15500	18	13	63	13	48	13
HC660_RS15505	136	58	178	59	148	42
HC660_RS15510	52	43	142	45	94	19
HC660_RS15515	43	18	82	20	63	16
HC660_RS15520	112	23	91	41	117	39
HC660_RS15525	159	43	158	50	210	57
HC660_RS15530	61	21	76	17	72	17
HC660_RS15535	8	9	30	10	24	3
HC660_RS15540	6	0	28	6	18	8
HC660_RS15545	39	18	64	26	60	20
HC660_RS15550	17	11	48	13	57	14
HC660_RS15555	53	28	90	44	146	33
HC660_RS15560	26	13	50	17	74	25
HC660_RS15565	10	4	22	13	28	9
HC660_RS15570	2	0	3	0	0	0
HC660_RS15575	2	0	2	0	0	0
HC660_RS15580	5314	1536	3057	966	79	725
HC660_RS15585	1588	851	1508	211	76	537
HC660_RS15590	128	147	132	46	92	87
HC660_RS15595	4513	10235	4109	2464	2018	3997
HC660_RS15600	14890	40741	16425	8413	6615	16749
HC660_RS15605	4238	7383	3846	1307	1653	2893
HC660_RS15610	671	493	757	292	484	189
HC660_RS15615	122	62	120	54	106	49
HC660_RS15620	126	103	116	75	114	72
HC660_RS15625	23	27	43	15	69	5
HC660_RS15630	28	16	39	14	73	25
HC660_RS15635	1255	972	361	1440	1641	614
HC660_RS15640	90	114	133	73	231	69
HC660_RS15645	231	299	220	180	452	205
HC660_RS15650	160	70	95	32	111	45
HC660_RS15655	231	196	291	83	254	127
HC660_RS15660	296	138	148	108	141	73
HC660_RS15665	13	4	21	7	12	3
HC660_RS15670	0	0	1	0	1	2
HC660_RS15675	824	433	398	506	675	448
HC660_RS15680	341	232	485	245	707	153
HC660_RS15685	194	225	224	217	356	161
HC660_RS15690	226	471	485	419	187	327
HC660_RS15695	34	80	55	52	27	56
HC660_RS15700	118	310	359	174	162	188
HC660_RS15705	49	110	176	68	50	85
HC660_RS15710	111	168	282	153	54	113
HC660_RS15715	178	318	225	208	660	255
HC660_RS21385	2119	2251	2049	1526	3975	1950
HC660_RS21390	1142	1717	1399	906	2858	1418
HC660_RS15725	123	175	111	160	824	185
HC660_RS15730	2017	2809	2362	1848	4501	1867
HC660_RS15735	35	46	85	28	43	30
HC660_RS15740	264	300	453	126	156	183
HC660_RS15745	810	1000	938	725	668	799
HC660_RS15750	81	148	148	125	132	58
HC660_RS15755	30	21	19	13	27	10
HC660_RS15760	84	37	90	16	37	45
HC660_RS15765	178	82	87	89	179	118
HC660_RS15770	1	1	1	1	0	1
HC660_RS15775	4	0	3	1	4	3
HC660_RS15780	21	12	14	10	11	5
HC660_RS15785	181	195	235	72	43	57
HC660_RS15790	112	132	175	40	35	49
HC660_RS15795	2028	2549	2265	3502	3552	2198
HC660_RS15800	469	510	498	534	636	446
