Geneid	Ctrl-1	Ctrl-2	Ctrl-3	SMG13-1	SMG13-2	SMG13-3	SMG19_5-1	SMG19_5-2	SMG19_5-3	SMG6_5-1	SMG6_5-2	SMG6_5-3
HC660_RS05390	693	479	583	298	203	453	358	547	519	486	685	576
HC660_RS05395	538	658	651	458	252	446	587	898	608	492	874	546
HC660_RS05400	369	261	349	291	429	370	189	348	367	281	250	352
HC660_RS05405	1	0	1	0	0	1	6	3	1	0	0	0
HC660_RS05410	23	19	7	25	56	314	11	28	158	30	19	35
HC660_RS05415	12	11	22	14	33	29	11	16	9	15	18	17
HC660_RS05420	53	54	57	50	48	119	31	72	57	47	29	54
HC660_RS05425	6	13	13	14	12	38	3	15	28	4	23	10
HC660_RS05430	717	588	752	795	979	970	701	1317	743	788	778	685
HC660_RS05435	3355	1079	1041	1897	2940	3147	1091	1817	3578	2180	743	3387
HC660_RS05440	112	85	116	115	149	141	63	141	103	91	122	80
HC660_RS05445	21	20	39	19	29	48	14	25	46	32	61	28
HC660_RS05450	250	178	154	222	294	284	298	586	325	411	331	261
HC660_RS05455	248	229	315	300	335	429	186	335	390	258	246	259
HC660_RS05460	100	129	183	189	180	154	90	135	113	125	123	111
HC660_RS05465	144	94	154	148	220	189	58	92	156	157	85	143
HC660_RS05470	447	544	478	420	647	503	333	435	533	294	443	503
HC660_RS05475	21	25	23	26	28	35	10	30	22	18	15	30
HC660_RS05480	220	192	127	259	190	235	185	318	344	314	316	462
HC660_RS05485	212	190	115	168	185	256	219	277	298	212	317	395
HC660_RS05490	137	154	262	233	242	253	126	285	168	197	249	137
HC660_RS05495	610	1198	1146	1161	922	1000	1051	1860	879	645	1427	737
HC660_RS05500	837	786	1102	1012	1548	1469	890	1474	1210	950	819	996
HC660_RS05505	15	4	3	18	14	20	6	21	15	23	18	5
HC660_RS05510	6136	3623	3739	6704	7269	7729	3592	6649	6069	5930	3760	6910
HC660_RS05515	2	2	4	2	3	14	3	1	17	4	4	6
HC660_RS05520	3	1	0	0	0	2	1	1	5	0	1	0
HC660_RS05525	48	11	22	19	36	37	13	33	45	35	13	37
HC660_RS05530	46	29	47	40	67	55	9	31	26	64	36	44
HC660_RS05535	124	69	174	126	326	235	41	84	149	140	79	196
HC660_RS05540	1344	1059	1518	1839	3558	2773	999	1709	1810	1495	999	1727
HC660_RS05545	591	286	712	463	973	844	130	308	501	482	232	565
HC660_RS05550	9	7	26	24	28	16	11	9	16	7	15	14
HC660_RS05555	619	532	955	782	1489	1263	343	699	636	497	377	697
HC660_RS05560	335	453	447	574	541	554	281	701	376	259	385	400
HC660_RS05565	169	140	214	283	463	448	87	225	252	226	134	327
HC660_RS05570	176	153	210	224	237	283	149	214	229	215	185	190
HC660_RS05575	399	332	301	464	512	582	453	622	491	406	426	452
HC660_RS05580	209	132	132	163	298	337	222	334	254	200	215	215
HC660_RS05585	402	289	338	421	604	689	359	578	486	263	228	342
HC660_RS05590	313	214	135	233	236	286	250	340	311	187	194	227
HC660_RS05595	149	116	75	133	189	134	124	151	149	107	93	124
HC660_RS05600	654	694	544	1080	1174	1200	428	483	750	517	584	850
HC660_RS05605	280	273	163	191	122	173	337	493	245	182	368	164
HC660_RS05610	2036	1844	1597	1634	880	1008	1759	2738	1594	1395	2115	1221
HC660_RS05615	3065	2787	2237	2220	1503	1515	2696	4374	2475	2196	3554	1914
HC660_RS05620	2738	2521	2283	1758	1064	1234	2955	4859	1807	1775	3724	1368
HC660_RS05625	824	402	443	557	470	408	343	733	644	1532	1272	1214
HC660_RS05630	3629	2597	2060	2741	1512	1736	3790	6150	3350	4544	8107	4186
HC660_RS05635	1026	478	367	486	683	949	987	1211	1246	857	719	830
HC660_RS05640	85	61	77	78	146	123	33	70	100	49	92	80
HC660_RS21005	8	13	24	9	17	14	8	16	18	21	8	22
HC660_RS05650	632	658	482	581	751	818	712	847	762	453	639	618
HC660_RS05655	295	282	203	196	322	274	268	379	293	210	219	296
HC660_RS05660	3346	3861	4058	4356	5227	5019	3011	5290	3788	2695	3370	3230
HC660_RS05665	191	78	142	103	238	177	25	58	126	123	79	162
HC660_RS05670	104	223	195	262	178	236	153	226	177	113	198	169
HC660_RS05675	539	805	569	800	629	800	913	1334	833	472	743	572
HC660_RS05680	831	730	619	919	1115	1234	876	1247	1180	704	611	921
HC660_RS05685	784	690	1011	605	926	926	383	730	968	912	1150	1075
HC660_RS05690	43	26	15	23	30	49	11	29	41	35	23	40
HC660_RS05695	71	88	89	72	100	131	56	99	97	84	119	101
HC660_RS05700	286	481	378	385	1044	1277	263	592	565	222	461	429
HC660_RS05705	3	14	3	7	24	15	1	11	6	4	6	14
HC660_RS05710	797	583	582	720	1115	1483	700	983	1129	659	471	823
HC660_RS05715	125	85	169	182	281	258	73	146	116	218	157	227
HC660_RS05720	319	219	275	290	583	479	205	324	393	316	213	379
HC660_RS05725	233	215	185	237	298	317	225	356	313	181	201	193
HC660_RS05730	154	149	165	185	236	240	123	230	222	109	140	150
HC660_RS05735	2	1	0	0	0	0	0	2	4	1	2	0
HC660_RS21355	499	636	421	797	553	564	522	1123	636	576	694	409
HC660_RS21360	156	241	220	360	165	190	187	384	205	181	270	95
HC660_RS05745	17	24	24	14	20	31	8	34	29	5	15	12
HC660_RS05750	18	17	13	28	17	62	15	24	51	9	17	21
HC660_RS05755	481	651	856	535	620	550	236	538	367	172	336	383
HC660_RS05760	811	1490	1236	952	346	654	801	1184	821	350	891	406
HC660_RS05765	2584	3137	3018	3217	2183	3225	2700	3703	3255	1689	1924	1828
HC660_RS05770	1320	934	893	1281	1533	1557	890	1162	1998	1709	777	2552
HC660_RS05775	148	167	186	171	179	267	124	175	200	78	155	138
HC660_RS05780	24	12	27	31	22	41	12	19	18	6	12	12
HC660_RS05785	17	20	13	17	17	15	20	8	21	21	32	9
HC660_RS05790	273	200	233	323	309	341	263	439	359	266	218	190
HC660_RS05795	217	185	170	208	264	242	129	340	201	196	219	203
HC660_RS05800	48	17	17	19	93	127	23	53	96	390	256	81
HC660_RS05805	47	23	47	35	85	92	30	57	86	144	96	66
HC660_RS05810	23	13	25	35	24	40	21	32	24	51	34	26
HC660_RS05815	67	58	73	71	146	116	46	103	100	103	97	95
HC660_RS05820	65	38	58	63	106	55	42	80	94	76	80	103
HC660_RS05825	26	33	18	56	25	21	28	33	39	33	29	50
HC660_RS05830	27	31	25	34	59	48	18	42	51	25	37	36
HC660_RS05835	118	57	108	92	184	192	55	150	141	129	90	161
HC660_RS05840	1056	359	574	291	637	407	345	794	375	306	219	272
HC660_RS05845	13	5	9	9	13	17	6	22	21	6	15	13
HC660_RS05850	39	61	75	83	73	71	72	84	53	54	65	66
HC660_RS05855	11	17	35	19	20	41	23	30	21	19	19	23
HC660_RS05860	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS05865	725	741	590	882	830	957	1146	1572	1090	734	995	681
HC660_RS05870	1151	1178	917	1313	1283	1653	1967	2359	1906	811	1148	1085
HC660_RS05875	158	218	130	245	227	259	342	436	326	100	159	177
HC660_RS05880	582	920	580	963	843	895	1335	1914	980	315	761	538
HC660_RS05885	82	88	80	107	113	109	106	181	135	33	53	77
HC660_RS05890	7	7	7	4	5	10	9	6	10	4	4	16
HC660_RS05895	20	11	9	17	11	10	11	22	21	8	22	11
HC660_RS05900	5	7	10	6	4	5	8	13	15	2	8	7
HC660_RS05905	25	25	28	25	32	32	24	48	26	16	35	24
HC660_RS05910	7	4	2	6	5	3	7	7	7	1	8	6
HC660_RS05915	1	6	4	4	9	14	2	7	1	1	2	3
HC660_RS05920	14	19	40	34	43	31	9	21	18	9	21	11
HC660_RS05925	2	8	7	2	2	4	3	2	10	4	5	5
HC660_RS05930	293	497	643	805	1274	979	235	467	413	274	318	533
HC660_RS05935	292	169	143	417	579	597	179	297	405	430	172	574
HC660_RS05940	4195	7926	3437	6000	5551	5837	7270	11751	6998	4305	11328	7804
HC660_RS05945	1	8	6	8	8	5	6	8	7	4	13	7
HC660_RS05950	35	33	30	21	35	83	25	38	74	21	58	28
HC660_RS05955	54	39	44	43	28	62	55	95	72	60	68	58
HC660_RS05960	724	296	216	135	134	139	213	480	238	375	490	171
HC660_RS05965	59	84	97	67	70	85	77	102	68	52	103	64
HC660_RS05970	219	221	248	267	213	192	235	398	245	201	298	237
HC660_RS05975	70	83	113	103	117	106	43	76	118	40	67	55
HC660_RS05980	321	219	313	617	884	757	158	270	518	402	220	741
HC660_RS05985	16	20	30	17	32	22	11	27	28	20	25	21
HC660_RS05990	228	221	247	209	266	304	167	295	317	249	180	268
HC660_RS05995	100	56	89	85	89	105	53	97	91	73	65	57
HC660_RS06000	14	15	7	9	17	24	14	7	31	17	11	11
HC660_RS06005	5	10	8	8	7	20	6	18	32	11	9	7
HC660_RS06010	9	5	16	10	4	20	9	18	34	13	8	12
HC660_RS06015	2	2	0	3	2	2	3	3	9	4	5	5
HC660_RS06020	2	4	4	1	4	7	3	13	12	1	2	1
HC660_RS06025	5	3	4	6	3	5	7	8	16	4	11	4
HC660_RS06030	3	10	1	4	4	10	3	6	8	5	5	4
HC660_RS06035	31	17	6	22	9	21	12	30	32	17	8	16
HC660_RS06040	9	9	9	7	8	19	8	9	18	7	11	9
HC660_RS06045	468	313	305	363	515	487	356	460	489	464	263	435
HC660_RS06050	29	37	68	65	49	69	40	45	42	21	56	25
HC660_RS06055	139	66	107	92	185	201	79	90	171	111	86	156
HC660_RS06060	75	65	102	117	167	182	58	98	98	121	56	132
HC660_RS06065	312	157	122	221	407	405	236	338	379	396	110	338
HC660_RS06070	92	65	23	39	39	76	42	53	201	183	127	159
HC660_RS06075	11	4	2	2	6	9	1	11	23	2	6	7
HC660_RS06080	2	0	2	3	1	0	1	3	7	2	1	0
HC660_RS06085	14	12	38	12	14	24	8	8	10	8	19	3
HC660_RS06090	79	79	137	84	83	91	44	86	72	57	84	88
HC660_RS06095	74	29	52	57	61	69	23	35	56	87	35	74
HC660_RS06100	34	34	54	34	84	85	28	49	59	48	50	52
HC660_RS06105	727	537	625	770	953	935	455	754	768	628	428	586
HC660_RS06110	1994	3137	4687	2306	2021	2178	1117	2000	2021	1775	2132	1713
HC660_RS06115	1561	2096	3354	1723	1776	1632	856	1541	1543	1539	1668	1549
HC660_RS06120	58	44	39	69	117	111	38	58	65	59	41	70
HC660_RS06125	89	69	53	111	198	153	79	115	116	99	44	96
HC660_RS06130	222	166	161	305	469	502	162	259	306	259	170	292
HC660_RS06135	274	192	144	294	310	421	312	441	354	261	202	266
HC660_RS06140	390	274	359	400	702	683	248	419	457	373	229	486
HC660_RS06145	86	62	67	81	101	151	60	130	114	72	48	64
HC660_RS06150	35	36	53	49	130	135	24	55	64	65	51	79
HC660_RS06155	45	8	15	36	41	68	17	32	36	47	19	56
HC660_RS06160	40	75	14	27	15	94	20	104	68	48	59	79
HC660_RS06165	36	115	5	12	9	107	7	120	43	20	95	92
HC660_RS06170	29	107	11	2	2	137	10	118	46	30	86	121
HC660_RS06175	69	111	2	6	8	193	5	164	49	53	155	161
HC660_RS06180	28	82	4	7	9	168	9	222	72	60	142	208
HC660_RS06185	192	178	17	14	12	620	30	885	293	278	505	758
HC660_RS06190	71	56	16	8	10	228	15	407	141	124	198	328
HC660_RS06195	4	8	2	6	9	7	3	13	13	18	2	7
HC660_RS06200	144	31	82	61	162	118	15	26	101	73	27	125
HC660_RS06205	18	17	27	17	32	36	10	28	20	25	11	27
HC660_RS06210	5	8	8	3	4	22	4	8	8	17	8	5
HC660_RS06215	701	682	1040	650	1156	914	396	894	710	967	769	792
HC660_RS06220	131	88	126	90	184	139	49	108	118	115	95	124
HC660_RS06225	40	34	51	44	21	42	31	91	15	42	74	24
HC660_RS06230	1465	1317	1223	1136	1168	1567	1443	2466	1722	1597	2446	1337
HC660_RS06235	7636	5286	3909	4060	4813	6339	6732	10321	8215	7994	8756	7348
HC660_RS06240	23	13	18	8	25	30	15	23	23	21	9	17
HC660_RS06245	219	372	440	511	486	427	385	604	278	128	391	219
HC660_RS06250	415	575	918	714	676	645	616	947	543	235	737	506
HC660_RS06255	19	47	109	135	108	89	42	155	56	16	92	87
HC660_RS06260	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS06265	2	1	0	0	0	0	0	0	1	0	0	0
HC660_RS06270	9	13	32	11	22	82	9	27	35	18	20	21
HC660_RS06275	254	230	243	439	477	498	344	617	407	278	325	369
HC660_RS06280	6460	12404	13889	16116	20046	13946	9822	17033	11187	4679	9108	8930
HC660_RS06285	393	623	731	697	736	676	575	932	659	270	599	440
HC660_RS06290	482	662	676	712	865	935	737	985	877	262	571	582
HC660_RS06295	1062	1231	1118	1183	1784	1796	1501	1781	1710	513	1007	1085
HC660_RS06300	1347	1513	1176	1481	2366	2123	1513	2188	2155	746	1124	1499
HC660_RS06305	13	31	30	28	33	29	36	51	37	15	23	25
HC660_RS06310	1706	2327	4336	3143	4667	3942	1539	2514	3454	3440	3305	3633
HC660_RS06315	11223	5552	9982	6508	7889	7494	3277	5175	7844	9552	5289	9255
HC660_RS06320	136	199	227	210	88	118	148	235	134	151	283	70
HC660_RS06325	18	32	18	19	13	5	19	39	25	20	42	6
HC660_RS06330	4557	2226	4405	3086	4956	4195	1359	2469	3902	4481	2371	4438
HC660_RS06335	57	42	66	99	71	74	55	82	70	41	69	47
HC660_RS06340	692	1503	1017	1801	1097	1165	1846	2745	1195	627	1483	935
HC660_RS06345	12	16	13	18	27	13	25	23	5	9	21	16
HC660_RS06350	435	363	504	700	782	898	368	697	496	493	410	427
HC660_RS06355	73	53	137	58	60	99	23	133	76	46	49	19
HC660_RS06360	847	479	609	695	800	747	373	700	760	835	459	692
HC660_RS06365	32	27	41	42	36	61	17	34	32	22	28	22
HC660_RS06370	9	24	38	49	30	29	11	31	26	18	30	20
HC660_RS06375	184	292	238	382	301	369	372	575	271	248	394	240
HC660_RS06380	404	541	426	605	498	612	601	973	450	351	663	398
HC660_RS06385	522	404	371	511	629	792	592	910	667	513	608	669
HC660_RS06390	12	9	21	32	23	30	6	18	20	9	12	17
HC660_RS06395	118	104	70	129	92	128	175	256	164	162	156	131
HC660_RS06400	18	28	23	25	22	31	14	26	31	36	16	13
HC660_RS06405	29	27	23	17	23	38	17	37	38	24	44	12
HC660_RS06410	27	23	42	31	24	34	27	61	37	26	47	24
HC660_RS06415	4	1	2	0	3	1	0	9	5	2	5	1
HC660_RS06420	30	13	20	15	11	23	25	23	37	33	29	23
HC660_RS06425	68	33	30	20	31	38	30	67	71	44	26	41
HC660_RS06430	52	19	14	24	36	52	33	62	61	43	31	33
HC660_RS06435	4069	1783	1787	1792	5118	5057	2523	3645	5034	6388	2526	4959
HC660_RS06440	32	57	50	48	58	97	58	103	55	33	83	29
HC660_RS06445	5	0	1	0	2	38	0	6	52	4	3	1
HC660_RS06450	30	39	43	42	40	91	46	60	111	31	39	32
HC660_RS06455	4	17	13	5	8	24	7	15	12	19	7	2
HC660_RS06460	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS06465	19	9	22	6	10	15	7	13	14	8	10	3
HC660_RS06470	55	38	33	27	28	91	28	29	60	55	27	23
HC660_RS06475	4	0	0	0	2	5	0	1	9	2	2	1
HC660_RS06480	3	0	1	0	0	4	0	0	10	1	0	1
HC660_RS06485	1	1	1	5	1	13	0	0	8	1	3	4
HC660_RS06490	62	105	54	111	115	125	140	233	115	131	178	93
HC660_RS06495	1655	1115	3070	1989	2607	2112	376	653	964	2827	1629	3085
HC660_RS06500	1654	2196	2177	2248	2769	2266	1431	2522	1781	1641	1631	1952
HC660_RS06505	1240	1708	2038	2045	2007	1632	1146	2004	1400	1119	1384	1479
HC660_RS06510	371	707	1599	745	893	689	342	779	448	212	486	302
HC660_RS06515	132	128	130	142	142	180	118	213	148	61	129	114
HC660_RS06520	222	167	203	129	249	266	182	236	273	155	189	314
HC660_RS06525	25	31	25	27	47	49	19	46	25	18	14	34
HC660_RS06530	27	27	48	27	66	69	27	57	30	26	25	42
HC660_RS06535	0	0	0	0	0	3	0	1	1	0	4	0
HC660_RS06540	22	20	25	20	39	36	4	38	66	37	27	29
HC660_RS06545	53	14	23	40	52	64	22	35	62	68	20	51
HC660_RS06550	8	22	44	42	38	35	3	34	32	20	22	11
HC660_RS21010	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS06555	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS21015	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS06565	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS06570	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS06575	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS06580	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS06585	8	13	5	3	8	4	2	2	30	7	7	6
HC660_RS21020	23	17	27	31	59	42	14	47	39	32	19	31
HC660_RS06590	22	19	16	28	31	22	11	16	22	22	14	21
HC660_RS06595	10	3	13	10	23	27	1	12	24	13	23	6
HC660_RS06600	260	116	76	103	85	136	63	116	190	263	82	482
HC660_RS06605	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS06610	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS06615	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS06620	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS06625	18	28	27	32	21	35	24	24	32	16	30	23
HC660_RS06630	72	97	187	128	167	124	53	100	69	73	104	96
HC660_RS06635	166	357	460	383	281	245	204	400	237	166	299	183
HC660_RS06640	258	527	861	695	439	385	345	610	294	286	534	278
HC660_RS06645	17	5	18	13	21	20	3	6	30	22	8	35
HC660_RS06650	2	1	4	3	1	4	0	1	0	4	0	2
HC660_RS06655	140	141	144	156	217	182	84	153	136	124	107	102
HC660_RS06660	627	236	418	309	366	610	128	293	687	722	286	1034
HC660_RS06665	4	15	10	16	9	4	4	28	11	12	17	7
HC660_RS06670	214	124	103	103	89	200	90	164	200	227	182	233
HC660_RS06675	1	1	1	3	3	9	1	0	15	0	3	2
HC660_RS06680	645	611	773	664	1215	1408	418	943	828	1328	682	1161
HC660_RS06685	280	462	505	810	366	424	350	703	405	238	455	165
HC660_RS06690	344	216	321	504	636	400	194	322	560	327	264	289
HC660_RS06695	30	40	21	35	16	29	32	36	27	28	41	16
HC660_RS06700	86	78	66	62	68	121	69	139	98	69	70	86
HC660_RS06705	387	337	309	463	463	736	241	475	518	529	320	553
HC660_RS06710	3755	4111	3715	3117	2997	4835	4826	6973	4219	1936	3015	2721
HC660_RS06715	879	1006	1030	892	999	1311	1166	1822	1313	586	563	715
HC660_RS06720	54	80	50	148	165	206	53	134	167	130	122	273
HC660_RS06725	116	75	93	128	140	134	107	142	118	102	132	99
HC660_RS06730	2	4	6	1	6	6	2	6	1	2	1	5
HC660_RS06735	151	205	182	231	174	233	187	253	221	113	206	162
HC660_RS06740	205	210	213	232	235	286	292	329	305	139	246	168
HC660_RS06745	9	8	7	10	18	16	14	10	13	9	4	10
HC660_RS06750	225	171	197	244	297	220	142	225	222	212	165	235
HC660_RS06755	167	134	167	159	187	193	141	274	205	144	141	154
HC660_RS06760	119	100	115	127	93	91	97	165	140	93	161	87
HC660_RS06765	96	43	62	88	105	131	56	105	96	77	44	118
HC660_RS06770	457	1005	1143	994	423	625	719	843	655	530	930	682
HC660_RS06775	2028	1844	1952	2487	1104	1561	1276	2397	1630	1750	2135	1638
HC660_RS06780	6997	7747	5867	8234	5081	5817	8596	13266	7384	5396	7758	5991
HC660_RS06785	237	400	576	367	313	270	197	333	388	301	496	422
HC660_RS06790	57	91	137	75	52	61	27	42	102	52	101	99
HC660_RS06795	35	41	53	7	24	38	21	10	37	24	40	61
HC660_RS06800	66	47	64	34	29	41	36	14	97	43	58	88
HC660_RS06805	47	42	48	34	30	51	41	22	77	45	44	89
HC660_RS06810	45	31	55	28	25	26	23	18	66	20	34	47
HC660_RS06815	54	64	63	35	33	48	31	42	89	40	46	88
HC660_RS06820	135	97	125	135	170	156	90	159	164	157	109	151
HC660_RS06825	67	37	82	48	31	53	72	94	73	51	88	42
HC660_RS06830	109	85	90	71	116	99	70	113	123	82	104	103
HC660_RS06835	11	6	7	5	6	14	9	15	16	7	15	4
HC660_RS06840	2552	1841	1427	1965	2846	2596	1046	1858	3290	1617	1122	2689
HC660_RS06845	337	897	1604	1079	463	541	434	769	577	419	1064	518
HC660_RS06850	4	4	4	5	0	5	3	1	9	1	8	2
HC660_RS06855	43	49	59	62	57	67	26	52	73	44	48	54
HC660_RS06860	9	8	7	6	10	8	3	5	55	21	4	12
HC660_RS06865	16	20	26	21	27	30	13	30	29	21	25	22
HC660_RS06870	115	70	93	87	121	153	46	136	172	110	129	103
HC660_RS06875	30	22	35	44	53	56	17	40	56	49	45	30
HC660_RS06880	72	25	51	52	89	54	13	19	29	47	18	66
HC660_RS06885	0	0	1	5	0	0	1	1	1	0	0	2
HC660_RS06890	5	5	8	14	4	3	2	3	9	5	9	6
HC660_RS06895	29	19	17	17	13	21	3	30	10	5	31	7
HC660_RS06900	8	0	7	4	4	5	5	6	2	3	15	8
HC660_RS06905	20	6	17	10	5	13	15	16	9	2	16	13
HC660_RS06910	6	8	7	6	4	4	2	5	10	2	3	2
HC660_RS06915	4	7	6	13	3	5	6	2	4	7	8	2
HC660_RS06920	27	32	75	66	23	42	12	28	34	15	36	15
HC660_RS06925	49	44	80	54	48	47	36	54	53	43	46	47
HC660_RS06930	88	66	110	103	59	66	45	74	84	37	61	52
HC660_RS06935	193	172	342	171	140	143	152	166	197	86	150	118
HC660_RS06940	146	131	288	177	111	107	108	128	143	50	106	64
HC660_RS06945	95	61	154	80	57	63	50	62	78	21	54	43
HC660_RS06950	70	56	99	60	57	55	42	51	55	33	58	28
HC660_RS06955	67	47	97	55	44	36	42	49	39	22	40	27
HC660_RS06960	45	29	63	31	28	41	25	37	36	18	26	13
HC660_RS06965	11	20	37	22	14	20	10	25	15	8	10	8
HC660_RS06970	175	159	337	206	188	142	131	177	137	61	114	49
HC660_RS06975	61	78	114	100	73	70	48	47	71	27	44	25
HC660_RS06980	37	42	103	80	39	34	20	54	31	5	30	9
HC660_RS06985	2	9	11	10	3	5	3	1	4	0	7	2
HC660_RS06990	172	258	542	389	202	165	194	322	174	70	192	83
HC660_RS06995	20	32	45	39	31	22	14	27	27	7	15	13
HC660_RS07000	25	36	71	39	19	24	16	35	27	9	26	15
HC660_RS07005	3	9	17	9	4	2	3	10	8	2	14	3
HC660_RS07010	12	3	38	19	9	13	9	6	5	3	8	2
HC660_RS07015	36	29	59	43	29	30	29	35	45	11	34	12
HC660_RS07020	42	29	42	31	38	33	35	35	57	37	27	33
HC660_RS07025	21	12	19	19	10	10	7	7	3	4	10	5
HC660_RS07030	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS07035	0	1	1	1	0	0	1	0	0	1	1	0
HC660_RS07040	0	0	0	0	0	0	0	1	1	0	0	0
HC660_RS07045	46	38	75	58	27	30	21	49	42	7	31	15
HC660_RS07050	39	30	63	47	29	24	24	35	30	15	24	18
HC660_RS07055	23	14	36	33	10	18	10	16	23	7	23	11
HC660_RS07060	93	83	164	120	86	82	57	77	113	45	60	44
HC660_RS07065	2	1	7	5	9	7	1	4	7	0	5	4
HC660_RS07070	98	81	178	110	284	184	24	77	74	104	80	113
HC660_RS07075	389	297	674	532	975	727	126	362	324	360	294	480
HC660_RS07080	651	474	396	816	676	919	617	957	634	972	780	808
HC660_RS07085	871	436	390	748	622	692	443	883	624	1155	630	648
HC660_RS07090	103	74	101	99	93	93	124	231	114	109	104	95
HC660_RS07095	182	180	165	224	241	275	214	366	301	196	183	173
HC660_RS07100	83	42	43	47	47	58	54	97	97	71	105	61
HC660_RS07105	39	33	37	31	39	65	23	46	61	61	74	58
HC660_RS07110	118	66	58	73	93	129	50	126	132	220	58	131
HC660_RS07115	543	845	2209	806	848	741	440	1214	759	459	611	483
HC660_RS07120	220	122	135	237	334	346	126	245	264	242	116	250
HC660_RS07125	129	193	196	164	220	274	105	184	152	95	213	229
HC660_RS07130	190	172	159	180	183	193	153	215	208	104	261	234
HC660_RS07135	214	143	180	160	163	189	212	212	285	106	200	266
HC660_RS07140	183	190	206	191	215	189	268	249	335	83	188	229
HC660_RS07145	345	650	602	704	529	538	757	1020	845	302	685	534
HC660_RS07150	72	68	70	58	62	80	61	94	90	37	55	88
HC660_RS07155	94	65	51	60	70	108	101	98	166	61	79	94
HC660_RS07160	53	67	56	64	67	104	78	75	114	47	56	60
HC660_RS07165	72	76	68	98	102	128	95	97	180	49	59	111
HC660_RS07170	1482	1523	1367	2649	2285	2692	1870	2372	2163	1288	1649	2206
HC660_RS07175	832	893	1290	2010	1019	1579	1268	1579	1316	1268	1575	1422
HC660_RS07180	84	43	57	75	126	137	35	94	85	110	44	75
HC660_RS07185	1596	1124	1624	305	119	65	709	1499	388	1148	1700	205
HC660_RS07190	83	35	84	11	3	10	47	110	28	23	94	11
HC660_RS07195	225	154	201	54	29	7	134	331	81	114	258	33
HC660_RS07200	109	115	124	62	57	22	80	201	48	50	188	28
HC660_RS07205	120	95	150	55	33	49	72	201	57	32	140	28
HC660_RS07210	48	25	30	16	16	17	18	10	33	39	30	31
HC660_RS07215	70	23	39	15	30	23	32	52	54	66	38	41
HC660_RS07220	821	435	439	439	606	657	506	938	625	748	567	560
HC660_RS07225	138	90	70	57	88	102	95	219	97	58	74	65
HC660_RS07230	309	230	111	247	280	293	383	497	383	177	185	279
HC660_RS07235	151	105	105	175	211	215	66	135	249	190	78	340
HC660_RS07240	83	42	102	84	146	97	30	71	84	84	48	64
HC660_RS07245	3614	2404	5409	5848	5886	5281	1286	2146	3250	6142	2783	6801
HC660_RS07250	370	547	602	1023	274	403	505	797	464	507	947	379
HC660_RS07255	98	45	91	61	111	125	43	53	114	94	47	128
HC660_RS07260	125	85	89	100	121	115	50	96	134	128	92	158
HC660_RS07265	222	240	204	281	184	279	295	464	253	127	299	205
HC660_RS07270	310	555	715	360	455	455	172	356	413	236	401	289
HC660_RS07275	713	515	492	1107	1409	1485	451	802	1084	1039	562	1502
HC660_RS07280	33	25	21	31	22	27	50	46	41	35	32	26
HC660_RS07285	52	55	70	59	42	84	90	127	85	56	89	44
HC660_RS07290	16	27	24	16	14	27	25	27	34	12	24	19
HC660_RS07295	22	11	22	5	11	25	4	23	23	19	8	4
HC660_RS07300	11	25	19	26	40	42	14	44	35	22	25	19
HC660_RS07305	69	76	69	89	69	58	87	141	97	62	70	65
HC660_RS07310	35	92	76	92	57	52	64	155	59	43	94	46
HC660_RS07315	379	307	137	370	497	677	230	400	799	670	311	850
HC660_RS07320	1	0	1	3	5	5	0	2	2	5	1	0
HC660_RS21220	470	275	298	313	441	479	155	419	327	408	247	326
HC660_RS07325	650	626	557	495	504	491	366	732	352	368	669	355
HC660_RS07330	42	11	34	29	38	41	7	20	30	77	40	39
HC660_RS07335	2	3	19	6	16	19	2	2	6	5	7	14
HC660_RS07340	1	0	0	0	1	0	0	0	6	2	0	5
HC660_RS07345	347	366	836	528	2288	1452	128	343	664	334	153	741
HC660_RS07350	24	16	26	27	17	20	12	17	25	7	17	4
HC660_RS07355	4	5	12	4	9	10	3	12	5	3	10	5
HC660_RS07360	17	8	18	7	7	16	6	10	11	13	11	17
HC660_RS07365	22	20	40	29	31	33	19	39	42	27	35	22
HC660_RS07370	25	18	17	17	31	36	19	15	45	31	19	12
HC660_RS07375	44	30	43	55	88	81	53	122	89	39	87	30
HC660_RS07380	10	7	25	31	14	14	14	29	26	8	37	13
HC660_RS07385	480	424	529	482	432	494	351	765	509	493	667	358
HC660_RS07390	185	102	86	157	196	273	89	123	187	239	91	210
HC660_RS07395	736	404	405	394	393	571	297	505	739	714	388	435
